name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,_class,dist
HIP 100701,306.23958211,59.16516527,-3.59,-16.11,2.97,A0,94.16396879,12.15198039,STAR A0,336.700336700337
HIP 100702,306.24494461,39.83937442,2.26,-3.35,1.76,B8III,78.10860233,1.19641704,STAR B8III,568.181818181818
HIP 100703,306.24487602,-17.84732317,-7.09,3.88,1.25,K0,26.37078297,-28.4244659,STAR K0,800
HIP 100704,306.24568268,9.19495562,68.79,1.53,13.16,F5,52.43361564,-16.01311,STAR F5,75.9878419452888
HIP 100705,306.25684767,61.29818848,6.81,6.24,1.88,A2,96.00017961,13.31046229,STAR A2,531.914893617021
HIP 100706,306.25809795,-40.97363106,50.64,-32.66,14.03,G5V,0.11452301,-34.46084991,STAR G5V,71.2758374910905
HIP 100707,306.25931749,8.29329294,1.17,-6.79,0.15,K0,51.64185672,-16.49831222,STAR K0,6666.66666666667
HIP 100708,306.26059376,30.56816751,3.46,-6.44,1.73,G2Ib-II,70.53235564,-4.15484735,STAR G2II,578.034682080925
HIP 100709,306.26157856,13.38618821,73.51,2.55,7.13,A2,56.10885414,-13.78721793,STAR A2,140.252454417952
HIP 10071,32.39871454,-42.95662587,15.37,12.35,9.92,G6V,262.95731438,-67.60408989,STAR G6V,100.806451612903
HIP 100710,306.26486464,83.18279774,-13.83,3.83,5.84,G5,116.0697166,24.25477085,STAR G5,171.232876712329
HIP 100711,306.26674579,32.46853059,29.71,-6.49,8.51,K0,72.09375458,-3.06710392,STAR K0,117.508813160987
HIP 100712,306.26688454,7.47330633,-31.38,-39.15,5.87,F0,50.91579685,-16.93292117,STAR F0,170.357751277683
HIP 100713,306.26835707,-19.43370508,21.02,4.51,6.6,K0III,24.69501189,-29.02241977,STAR K0III,151.515151515152
HIP 100714,306.27084638,59.60012111,1.95,-9.68,3.44,A3III,94.54498266,12.37741276,STAR A3III,290.697674418605
HIP 100715,306.27117127,-41.65301502,6.2,-43.87,5.04,F5V,359.29888217,-34.56053395,STAR F5V,198.412698412698
HIP 100716,306.28356434,-11.70459796,8.63,-5.11,6.89,A7V,32.73752101,-26.03671499,STAR A7V,145.137880986938
HIP 100717,306.28543329,-64.30029664,9.96,-68.93,9.42,K5V,331.74730872,-34.3548141,STAR K5V,106.157112526539
HIP 100718,306.2896445,-23.18291523,-3.6,-17.4,4.71,K2/K3III,20.64594272,-30.31924521,STAR K2III,212.314225053079
HIP 100719,306.29501492,21.48857228,-0.48,-2.59,0.29,B9,63.025478,-9.34190917,STAR B9,3448.27586206897
HIP 10072,32.39926138,-14.35821908,518.62,-353,50.34,,181.81369908,-67.7607039,UNIDENTIFIED,19.8649185538339
HIP 100720,306.29589852,-3.42527931,-11.39,-48.37,10.16,F5,40.87945226,-22.37005928,STAR F5,98.4251968503937
HIP 100721,306.30492441,3.98896235,116.84,47.85,6.71,K0,47.7954525,-18.75527123,STAR K0,149.03129657228
HIP 100722,306.30844167,29.75892578,-2.26,4.19,3.6,A2,69.89137974,-4.6530025,STAR A2,277.777777777778
HIP 100723,306.31036984,23.44506487,-1.42,-0.38,3.14,K0,64.66940375,-8.25155755,STAR K0,318.471337579618
HIP 100724,306.31330771,42.17950931,23.54,-5.42,5.09,F2,80.05154806,2.50330315,STAR F2,196.463654223969
HIP 100725,306.31320569,-58.09375134,6.07,-13.78,1.39,K3/K4III:,339.2509975,-35.05123131,STAR K3III,719.424460431655
HIP 100726,306.31400808,28.91492079,-18.08,-40.05,3.42,F0,69.20000278,-5.14070312,STAR F0,292.397660818713
HIP 100727,306.31934062,60.01197397,-5.13,-13.9,1.32,A2,94.91145904,12.58280213,STAR A2,757.575757575758
HIP 100728,306.32259965,-33.36465104,6.85,-0.68,1.26,G8III,9.13647755,-33.14292582,STAR G8III,793.650793650794
HIP 100729,306.32524446,-52.33607093,22.16,-16.92,8.73,F5V,346.290059,-35.27529214,STAR F5V,114.54753722795
HIP 10073,32.40047134,-46.00716165,1.74,-17.12,5.67,F3V,268.728989,-65.5884201,STAR F3V,176.36684303351
HIP 100730,306.3304127,-16.36713218,8.3,-21.29,8.46,F3/F5V,27.9615459,-27.94316216,STAR F3V,118.203309692671
HIP 100731,306.33099809,52.86356925,8.31,9.3,3,A0,88.87216003,8.59840533,STAR A0,333.333333333333
HIP 100732,306.33709796,-29.98457758,15.22,0.37,2.49,M2/M3III,13.04140304,-32.34349832,STAR M2III,401.606425702811
HIP 100733,306.35274897,7.87500797,5.31,-6.72,4.88,A2,51.32030215,-16.79598275,STAR A2,204.918032786885
HIP 100734,306.35593936,6.64181321,3.31,-1.93,5.92,A0,50.21998963,-17.44018785,STAR A0,168.918918918919
HIP 100735,306.35595137,17.90690114,-2.58,-4.37,-1.05,N0,60.03578659,-11.38734153,UNIDENTIFIED,-952.380952380952
HIP 100736,306.35703608,42.60498593,46.86,28.08,9.84,F6III,80.41823225,2.72215379,STAR F6III,101.626016260163
HIP 100737,306.35977163,41.91040726,3.24,-2.25,9.15,A2,79.85139895,2.31995158,STAR A2,109.289617486339
HIP 100738,306.36175161,-28.66327932,11.73,4.05,6.03,G8II/III,14.55366693,-32.01482027,STAR G8III,165.837479270315
HIP 100739,306.36320743,-10.42775188,8.52,-7.47,4.94,K2,34.06023189,-25.5693903,STAR K2,202.429149797571
HIP 10074,32.40196963,27.36842033,7.06,-6.24,1.67,K0,143.52170611,-32.35882628,STAR K0,598.802395209581
HIP 100740,306.36565977,-21.15731849,3.63,1.1,4.4,K1/K2III,22.87871932,-29.71068549,STAR K1III,227.272727272727
HIP 100741,306.36906424,39.79351784,6.31,1.12,3.21,B8V,78.12617697,1.09209503,STAR B8V,311.526479750779
HIP 100742,306.37231337,-34.30996845,39.65,-44.35,5.21,G8IV,8.04347486,-33.3881326,STAR G8IV,191.938579654511
HIP 100743,306.38262816,-39.32948583,-12.74,-13.4,1.12,M2/M3,2.10248991,-34.31582397,STAR M2,892.857142857143
HIP 100744,306.38672298,54.68421317,-2.93,-5.11,1.3,B2Ve,90.41503991,9.59586438,STAR B2V,769.230769230769
HIP 100745,306.388523,21.03830336,3.62,9.24,1.03,A7,62.6972179,-9.66674669,STAR A7,970.873786407767
HIP 100746,306.38966484,80.22011621,6.54,18.37,2.81,A0,113.19905818,22.89246104,STAR A0,355.871886120996
HIP 100747,306.39203825,-29.4380779,-7.19,12.11,4.62,K1III,13.68031232,-32.24726508,STAR K1III,216.450216450216
HIP 100748,306.39320645,-12.04018999,-215.52,-162.77,9.58,,32.44721838,-26.27385351,UNIDENTIFIED,104.384133611691
HIP 100749,306.40105552,43.6778257,5.78,4.21,2.28,B8,81.31470459,3.31425966,STAR B8,438.59649122807
HIP 10075,32.40338651,-53.27604068,11.31,34.43,2.39,G8III,279.2644758,-60.11176952,STAR G8III,418.410041841004
HIP 100750,306.40873332,26.70469341,13.79,11.52,7,F2IV,67.42551252,-6.47325297,STAR F2IV,142.857142857143
HIP 100751,306.41187347,-56.73488071,7.71,-86.15,17.8,B2IV,340.90457373,-35.19309953,STAR B2IV,56.1797752808989
HIP 100752,306.41331447,-53.10936293,34.24,-88.52,7.27,F5V,345.34208789,-35.32264368,STAR F5V,137.551581843191
HIP 100753,306.41507178,43.96757246,-7.76,-9.99,1.11,B8,81.5577692,3.47294835,STAR B8,900.900900900901
HIP 100754,306.4188495,21.40966274,8.88,-8.67,6,G6III,63.02492993,-9.48159044,STAR G6III,166.666666666667
HIP 100755,306.41959732,55.13897703,5.66,1.95,2.69,A0,90.80771683,9.83537165,STAR A0,371.747211895911
HIP 100756,306.42101977,33.07804795,17.8,-7.1,7.17,F8,72.66743555,-2.82195799,STAR F8,139.470013947001
HIP 100757,306.42538809,37.1451764,-1.39,7.58,3.3,K2,75.99058715,-0.47485385,STAR K2,303.030303030303
HIP 100758,306.42719925,-2.80028034,-4.95,-40,4.57,K1III:,41.54195553,-22.19118424,STAR K1III,218.818380743982
HIP 100759,306.4282488,60.17757797,27.57,12.78,4.72,A3,95.08387471,12.628207,STAR A3,211.864406779661
HIP 10076,32.40409069,-16.12626364,29.32,-27.62,5.65,K0III,185.6701474,-68.80547955,STAR K0III,176.991150442478
HIP 100760,306.43088359,26.71082529,2.98,-1.58,1.51,A2,67.44194781,-6.48599853,STAR A2,662.251655629139
HIP 100761,306.4312013,-62.6593738,61.38,-61.82,9.9,F3IV/V,333.70843049,-34.64609333,STAR F3IV,101.010101010101
HIP 100762,306.43376134,10.05609372,20.98,-38.88,3.72,K5IIIvar,53.29530763,-15.7149232,STAR K5III,268.817204301075
HIP 100763,306.44098629,67.14130573,10.24,22.93,3.03,K0,101.150578,16.37155781,STAR K0,330.03300330033
HIP 100764,306.45003566,-40.79597302,-105.35,-86.76,9.25,K3III,0.35217662,-34.58034248,STAR K3III,108.108108108108
HIP 100765,306.45257191,-26.55645249,13.64,-11.97,5.64,B8IV,16.95802367,-31.49919178,STAR B8IV,177.304964539007
HIP 100766,306.45650836,-72.58519922,-0.22,7.21,3.37,G6III,321.9751909,-32.79998835,STAR G6III,296.73590504451
HIP 100767,306.46226182,39.6313374,182.23,19.94,9.82,F8IV,78.03527832,0.93983721,STAR F8IV,101.83299389002
HIP 100768,306.46736135,8.98395565,8.52,2.82,2.78,K5,52.3670731,-16.31034918,STAR K5,359.712230215827
HIP 100769,306.46717805,-22.5923543,-32.5,0.31,4.16,K0III,21.35430426,-30.28097443,STAR K0III,240.384615384615
HIP 10077,32.40564905,37.11640581,-0.21,-0.02,1.95,A0,139.80284245,-23.18065682,STAR A0,512.820512820513
HIP 100770,306.47489009,-18.48269283,11.08,8.96,5.79,A3V,25.7890456,-28.861276,STAR A3V,172.711571675302
HIP 100771,306.47948785,41.33660007,-0.05,-3.49,0.5,B3II,79.43436562,1.91549576,STAR B3II,2000
HIP 100772,306.47969105,-60.77011937,6.67,-36.14,4,A9V,335.98875817,-34.89345325,STAR A9V,250
HIP 100773,306.48534286,-33.6359368,7.74,-12.91,3.62,A0V,8.85576913,-33.33499408,STAR A0V,276.243093922652
HIP 100774,306.48882449,26.03606777,15.36,6.76,6.89,F8,66.91388197,-6.91370843,STAR F8,145.137880986938
HIP 100775,306.49143926,47.96839127,29.89,1.09,5.79,A0,84.87297743,5.72925962,STAR A0,172.711571675302
HIP 100776,306.49757786,14.94305818,18.67,14.22,2.2,K5,57.58012316,-13.13233101,STAR K5,454.545454545455
HIP 100777,306.50396263,35.81125438,-8.87,-13.3,10.23,F5,74.93902757,-1.29816754,STAR F5,97.7517106549365
HIP 100778,306.50412891,-7.73459006,16.93,-4.08,4.2,K2,36.80389505,-24.52323307,STAR K2,238.095238095238
HIP 100779,306.5047852,19.86544804,31.26,18.93,4.83,K0III,61.77257494,-10.41406947,STAR K0III,207.03933747412
HIP 10078,32.40766175,59.62039328,1.33,-0.45,-0.62,B0.5:III:,132.67881083,-1.7634632,STAR B0III,-1612.90322580645
HIP 100780,306.50509241,20.58220883,3.89,-3.73,5.15,A2,62.37606385,-10.01282183,STAR A2,194.174757281553
HIP 100781,306.50659436,13.91167933,25.12,-27.49,4,K5,56.69628812,-13.70217513,STAR K5,250
HIP 100782,306.50756148,22.95287837,-0.08,-4.61,0.79,B8...,64.36254491,-8.67931513,STAR B8,1265.82278481013
HIP 100783,306.5092049,-3.86472376,35.84,-1.8,11.04,F5,40.56693951,-22.7639459,STAR F5,90.5797101449275
HIP 100784,306.51605435,40.40170386,6.39,3.34,3.13,B8,78.68750999,1.3520598,STAR B8,319.488817891374
HIP 100785,306.51851355,-14.98017543,18.52,-2.67,1.8,K4/K5III,29.48572889,-27.5726753,STAR K4III,555.555555555556
HIP 100786,306.5191999,4.1881427,-9.75,8.84,6.28,A3,48.09129715,-18.83843506,STAR A3,159.235668789809
HIP 100787,306.51979525,-46.65995609,20.24,-20.44,16.52,A9III/IV,353.24340628,-35.22335146,STAR A9IV,60.5326876513317
HIP 100788,306.52947222,29.46700851,47.15,56.32,10.07,G0,69.76227707,-4.97795032,STAR G0,99.304865938431
HIP 100789,306.53527912,69.32670495,11.63,1.11,4.87,G5,103.11677777,17.48474197,STAR G5,205.338809034908
HIP 10079,32.40934712,42.85830544,139.18,-99.94,19.49,F5,137.85576041,-17.73593129,STAR F5,51.3083632632119
HIP 100790,306.54218033,38.86142474,1.57,-3.64,1.82,A3IV,77.44331989,0.44361712,STAR A3IV,549.450549450549
HIP 100791,306.54707987,35.78807138,2.7,-1,3.34,A0,74.94037227,-1.34010337,STAR A0,299.40119760479
HIP 100792,306.54937177,9.45145179,117.9,-549.71,17.94,F7V-VI,52.82499807,-16.13209592,STAR F7V,55.7413600891862
HIP 100793,306.55169182,-86.10480106,1,6.2,3.87,G8III,306.99614801,-28.63473592,STAR G8III,258.397932816537
HIP 100794,306.55413967,57.25672173,-1.73,-5.29,0.81,A0,92.63523345,10.95765002,STAR A0,1234.56790123457
HIP 100795,306.56063205,59.11776054,-11.9,7.29,2.19,K0,94.21634306,11.98845296,STAR K0,456.62100456621
HIP 100796,306.5630758,-24.94701706,6.56,-21.04,3.77,A6V,18.79033113,-31.11270565,STAR A6V,265.25198938992
HIP 100797,306.56380411,2.95717881,34.05,-6,6.56,G5,46.99056613,-19.49896025,STAR G5,152.439024390244
HIP 100798,306.56897876,-13.55099979,4.55,-12.41,1.17,K3/K4III,30.98310422,-27.04842739,STAR K3III,854.700854700855
HIP 100799,306.56929769,-62.96646932,19.84,-10.96,7.47,F8V,333.32821834,-34.66789303,STAR F8V,133.868808567604
HIP 1008,3.14013701,44.59075801,-9.17,-6.18,0.07,K0,115.68058057,-17.73291422,STAR K0,14285.7142857143
HIP 10080,32.40891902,-48.59910124,57.31,5.99,5.2,K0III,272.93981977,-63.72435311,STAR K0III,192.307692307692
HIP 100800,306.57182436,-13.8630676,49.31,-0.25,10.59,F2/F3V,30.66340044,-27.17653853,STAR F2V,94.4287063267233
HIP 100801,306.58434208,47.25656049,-0.62,-0.18,3.57,K0,84.32352613,5.26936518,STAR K0,280.112044817927
HIP 100802,306.58480455,10.83827238,117.2,80.97,16.2,K3,54.06462275,-15.42395769,STAR K3,61.7283950617284
HIP 100803,306.58565509,53.78998426,11.33,-6.38,3.72,K2,89.73271783,8.99607298,STAR K2,268.817204301075
HIP 100804,306.5897778,41.37935759,-1.67,-4.28,-0.36,B0.5Ia,79.5171888,1.87272809,STAR B0I,-2777.77777777778
HIP 100805,306.59146139,-19.15209821,5.28,0.31,8.04,F5IV,25.12095423,-29.20633836,STAR F5IV,124.378109452736
HIP 100806,306.59478135,-6.15789254,-13.17,-11.08,5.05,A2,38.39300417,-23.89592557,STAR A2,198.019801980198
HIP 100807,306.59646487,17.31557189,4.49,-5.45,4.01,K0,59.66274231,-11.90573458,STAR K0,249.376558603491
HIP 100808,306.597765,56.63867785,10,8.35,5.96,B9V,92.12692241,10.59268947,STAR B9V,167.785234899329
HIP 100809,306.60278262,-60.02218784,59.51,-40.46,6.22,F8V,336.88867042,-35.03200207,STAR F8V,160.771704180064
HIP 10081,32.40978265,14.40641045,27.73,-26.42,3.84,K0,149.87714971,-44.33550126,STAR K0,260.416666666667
HIP 100810,306.60774353,-46.05341474,22.35,-74.77,7.04,F8V,353.98931954,-35.24247951,STAR F8V,142.045454545455
HIP 100811,306.60787963,-32.32888147,40.46,0.46,3.24,K0III,10.40617918,-33.14158869,STAR K0III,308.641975308642
HIP 100812,306.60958659,56.63537546,11.73,3.77,12.26,A2V,92.12783914,10.58545351,STAR A2V,81.5660685154976
HIP 100813,306.60886005,-37.10915085,21.8,-4.99,2.1,M4III,4.78607374,-34.12189297,STAR M4III,476.190476190476
HIP 100814,306.60933513,-33.30619411,0.35,5.53,0.75,G8III,9.26805602,-33.3636022,STAR G8III,1333.33333333333
HIP 100815,306.61223346,-34.54067167,12.02,-18.76,5.56,F7V,7.82255998,-33.62991722,STAR F7V,179.856115107914
HIP 100816,306.61935371,63.44509897,-5.56,-3.87,1.27,B8,97.95135555,14.33407968,STAR B8,787.40157480315
HIP 100817,306.63193511,-17.37766446,-4.58,-19.54,10.26,G0V,27.02306302,-28.59219152,STAR G0V,97.4658869395712
HIP 100818,306.63371566,-44.75393626,-3.39,48.56,19,M0,355.57636587,-35.15760663,STAR M0,52.6315789473684
HIP 100819,306.63643334,-29.07379587,3.05,-44.94,3.97,K1III,14.1626246,-32.35666768,STAR K1III,251.889168765743
HIP 10082,32.41081499,44.67183048,133.5,-45.55,8.12,G0,137.26694789,-16.01215162,STAR G0,123.152709359606
HIP 100820,306.63672913,35.6833738,-6.91,-12.59,0.77,K2,74.89720454,-1.46008137,STAR K2,1298.7012987013
HIP 100821,306.64508734,-30.05615827,-5.1,-14.65,1,F5/F6V,13.04045274,-32.61960876,STAR F5V,1000
HIP 100822,306.65236137,-53.82261809,61.04,-49.99,3.48,K0III,344.46400816,-35.45119499,STAR K0III,287.35632183908
HIP 100823,306.65386763,47.40405507,-5.01,-6.13,0.01,B8,84.47191847,5.31564946,STAR B8,100000
HIP 100824,306.65723749,51.10585126,-19.63,-31.23,3.52,A2,87.52567732,7.43554738,STAR A2,284.090909090909
HIP 100825,306.65959404,-47.96167019,31.41,-16.7,7.13,A6/A7IV,351.65733397,-35.3912003,STAR A6IV,140.252454417952
HIP 100826,306.65965349,36.58788696,2.44,-0.83,2.64,A0,75.64488955,-0.95046879,STAR A0,378.787878787879
HIP 100827,306.66093493,35.0312993,-0.78,-7.11,1.8,A0,74.37718012,-1.85428018,STAR A0,555.555555555556
HIP 100828,306.66105884,11.25260062,12.99,-0.61,1.33,K5,54.4690652,-15.26536992,STAR K5,751.87969924812
HIP 100829,306.6649463,-30.67577748,5.99,-25.84,6.03,F7V,12.33294391,-32.7922284,STAR F7V,165.837479270315
HIP 10083,32.41635852,-31.59434884,56.43,34.3,7.73,G3/G5V:,232.30815323,-72.40747416,STAR G3V,129.366106080207
HIP 100830,306.66669266,-42.05549498,8.85,14.34,3.12,A4V,358.8573207,-34.90272145,STAR A4V,320.51282051282
HIP 100831,306.66930581,1.91613355,5.05,-12.28,1.87,K5,46.08862878,-20.11116461,STAR K5,534.75935828877
HIP 100832,306.68077994,25.48838307,-0.07,-5.72,5.74,A2,66.5600744,-7.36824074,STAR A2,174.216027874564
HIP 100833,306.68234253,40.34722313,5.62,1.03,4.22,B9,78.71654991,1.21724959,STAR B9,236.96682464455
HIP 100834,306.68235169,39.49591929,4.59,2.17,3.98,A0,78.02325356,0.72308446,STAR A0,251.256281407035
HIP 100835,306.68257434,-40.7128721,-2.61,-4.63,1.87,K0III/IV,0.48138492,-34.7435612,STAR K0IV,534.75935828877
HIP 100836,306.68490727,-43.56565647,123.24,-125.05,20,K0V,357.02691901,-35.08242504,STAR K0V,50
HIP 100837,306.68803653,4.95493934,18.26,-10.81,3.39,K0,48.87830386,-18.59207808,STAR K0,294.985250737463
HIP 100838,306.69265143,39.46224919,7,1.58,2.57,A0,78.00045367,0.6970629,STAR A0,389.105058365759
HIP 100839,306.69298744,28.06788334,1.43,5.64,2.91,A0,68.69494563,-5.89944732,STAR A0,343.642611683849
HIP 10084,32.4165504,4.23274745,54.93,4.8,3.87,G5,156.97131163,-53.3887682,STAR G5,258.397932816537
HIP 100840,306.69322096,-40.41307058,21.24,-6.82,3.84,K4III,0.84407134,-34.71050102,STAR K4III,260.416666666667
HIP 100841,306.69638232,72.83184046,7.96,5.68,4.94,A2,106.31520065,19.23834039,STAR A2,202.429149797571
HIP 100842,306.69757668,-31.34906578,16.54,3.8,1.41,G2,11.56370907,-32.98419058,STAR G2,709.219858156028
HIP 100843,306.70162878,81.4340978,45.39,19.93,5.58,K0,114.39441851,23.41036001,STAR K0,179.21146953405
HIP 100844,306.70040508,-78.19462183,23.89,-48.02,5.79,F0V,315.58632812,-31.3279416,STAR F0V,172.711571675302
HIP 100845,306.70620833,56.44307299,-1.15,-30.62,7.93,A2,91.99622082,10.43356112,STAR A2,126.103404791929
HIP 100846,306.70645343,16.93829831,6.87,-2.91,1.55,K0,59.4010102,-12.20215933,STAR K0,645.161290322581
HIP 100847,306.7062079,-18.84641208,-2.05,-0.68,0.29,A2V,25.49241331,-29.19750302,STAR A2V,3448.27586206897
HIP 100848,306.70932033,24.60706936,0.72,-19.02,4.01,G5,65.84461338,-7.8921934,STAR G5,249.376558603491
HIP 100849,306.71277199,12.47565422,-6,-13.39,5.17,A0,55.56407701,-14.64952723,STAR A0,193.423597678917
HIP 10085,32.41737787,32.31642158,1.38,5.83,0.54,K2,141.56781069,-27.70858154,STAR K2,1851.85185185185
HIP 100850,306.71826894,-47.83161399,55.87,-37.44,5.72,G8IV/V,351.81902654,-35.42428052,STAR G8IV,174.825174825175
HIP 100851,306.7205624,3.62056387,1.88,0.48,3.87,K7,47.6815318,-19.2994336,STAR K7,258.397932816537
HIP 100852,306.72140299,-37.402627,-255.06,-114.25,25.21,K1IV,4.45584848,-34.26168503,STAR K1IV,39.6667988893296
HIP 100853,306.72632529,-45.59351297,15.84,-7.07,3.99,K2III,354.55852134,-35.29103554,STAR K2III,250.62656641604
HIP 100854,306.73721272,58.52836832,2.77,4.93,0.67,B9,93.76727458,11.58534994,STAR B9,1492.53731343284
HIP 100855,306.74031029,-15.90813424,16.53,40.67,13.63,G8V,28.61294019,-28.13064036,STAR G8V,73.3675715333822
HIP 100856,306.74096286,-1.19229356,0.11,-5.02,2.58,K2,43.22636947,-21.69824258,STAR K2,387.596899224806
HIP 100857,306.74212665,30.36965166,8.5,-1.17,4.46,A0,70.60918171,-4.60849313,STAR A0,224.215246636771
HIP 100858,306.75888912,9.09215928,6.27,-1.37,0.86,B2.5V,52.62136142,-16.49768258,STAR B2V,1162.79069767442
HIP 100859,306.7591909,49.38322449,68.79,58.48,26.56,F0V:,86.14038285,6.39606156,STAR F0V,37.6506024096386
HIP 10086,32.41750877,42.00836529,4.31,-6.82,2.98,B9,138.14213146,-18.54114917,STAR B9,335.570469798658
HIP 100860,306.76240368,-59.23403244,-13.7,-9.93,4.84,K1IIICN...,337.83796715,-35.18900836,STAR K1III,206.611570247934
HIP 100861,306.76818027,47.9231505,22.35,-16.44,4.14,G5,84.94279738,5.55154875,STAR G5,241.545893719807
HIP 100862,306.76855968,-14.78558184,61.93,-59.25,13.42,G5V,29.79501161,-27.71829003,STAR G5V,74.5156482861401
HIP 100863,306.77035402,46.29418706,3.32,4.43,3.47,A0,83.60779778,4.61063378,STAR A0,288.184438040346
HIP 100864,306.77484691,-24.6258437,10.56,3.31,-1.68,K0III,19.21655807,-31.19680045,STAR K0III,-595.238095238095
HIP 100865,306.77792535,44.07918458,2.37,3.1,2.93,A0,81.80005732,3.3245063,STAR A0,341.296928327645
HIP 100866,306.78238806,34.32907395,1.47,-1.8,1.32,F1II,73.86284753,-2.34306815,STAR F1II,757.575757575758
HIP 100867,306.78312706,31.32074833,1.38,-2.19,0.65,A0,71.40793223,-4.08744314,STAR A0,1538.46153846154
HIP 100868,306.78309474,-38.99301915,-1.12,-0.38,1.39,M2III,2.56376699,-34.57060861,STAR M2III,719.424460431655
HIP 100869,306.78535993,-11.54734817,11.99,-1.56,4.17,F0,33.12561181,-26.41763776,STAR F0,239.808153477218
HIP 10087,32.42418532,-19.6070279,11.89,25.68,2.19,K1III,194.34314362,-70.5601627,STAR K1III,456.62100456621
HIP 100870,306.78922203,45.68402692,8.12,3.01,2.6,K5,83.11602485,4.24721993,STAR K5,384.615384615385
HIP 100871,306.79549877,-46.86204765,-64.6,-16.52,8.76,G0V,353.01059007,-35.42442316,STAR G0V,114.155251141553
HIP 100872,306.79615233,-48.59313707,-8.52,25.01,6.65,F3IV,350.88761821,-35.50888273,STAR F3IV,150.375939849624
HIP 100873,306.79774158,38.88175243,8.95,2.53,2.55,K2,77.57537733,0.29340676,STAR K2,392.156862745098
HIP 100874,306.80662215,-39.22296094,122.72,-125.52,8.8,G8V,2.29111957,-34.62386436,STAR G8V,113.636363636364
HIP 100875,306.80776586,51.02270685,-9.86,-12.81,1.16,K5,87.51138806,7.31040274,STAR K5,862.068965517241
HIP 100876,306.80912244,20.47650539,0.51,-8.32,1.97,K0,62.4497205,-10.30775105,STAR K0,507.61421319797
HIP 100877,306.80948712,43.14745274,4.26,2.01,2.31,B9,81.05325257,2.76548283,STAR B9,432.900432900433
HIP 100878,306.8121777,-68.90810192,6.89,-27.42,4.14,K0III,326.22897301,-33.74247742,STAR K0III,241.545893719807
HIP 100879,306.81349214,-21.97985109,5.49,-16.68,3.41,A4IV/V,22.14684472,-30.38050321,STAR A4IV,293.255131964809
HIP 10088,32.42818255,20.34813163,-7.7,1.73,2.25,A3+...,146.7232968,-38.88039062,STAR A3,444.444444444444
HIP 100880,306.81521592,16.71108227,-13.77,-19.16,4.61,F0V:,59.26631571,-12.41463811,STAR F0V,216.919739696312
HIP 100881,306.83001454,-18.21169433,10.32,-10.87,4.9,B4V,26.21819123,-29.07596881,STAR B4V,204.081632653061
HIP 100882,306.83151687,51.79007283,-3.47,-5,0.29,G5,88.15491925,7.73706391,STAR G5,3448.27586206897
HIP 100883,306.83314666,-27.44555764,53.87,-20.4,7.05,G1V,16.06997295,-32.07860472,STAR G1V,141.843971631206
HIP 100884,306.83369157,68.76736334,12.78,-2.56,6.29,K0III,102.67563488,17.10154647,STAR K0III,158.982511923688
HIP 100885,306.83437675,42.91608422,14.39,7.92,1.94,K0,80.8752442,2.61633431,STAR K0,515.463917525773
HIP 100886,306.83696107,23.79050654,0.36,17.92,7.26,A2,65.23355195,-8.4529803,STAR A2,137.741046831956
HIP 100887,306.84341411,23.66795356,57.88,59.31,8.33,F8,65.13507524,-8.52759839,STAR F8,120.048019207683
HIP 100888,306.85326376,-26.95837444,15.89,-4.42,-0.13,K0III,16.62700579,-31.95775826,STAR K0III,-7692.30769230769
HIP 100889,306.8549478,-1.55852645,-60.64,-55.53,12.91,G0,42.93976819,-21.97453191,STAR G0,77.4593338497289
HIP 10089,32.42869442,-29.00691558,14.47,-1.08,2.24,K5III,223.72029529,-72.65042837,STAR K5III,446.428571428571
HIP 100890,306.85528526,-4.73083934,1.75,-5.26,3.67,M1,39.90777432,-23.47228401,STAR M1,272.479564032698
HIP 100891,306.85647454,-78.75570199,19.09,-9.29,15.31,F6V,314.95048153,-31.18535031,STAR F6V,65.3167864141084
HIP 100892,306.85833661,13.64411027,-3.69,-8.28,1.34,K5,56.6566914,-14.13440293,STAR K5,746.268656716418
HIP 100893,306.85828614,-28.49905265,25.95,19.3,13.23,G5V,14.87992788,-32.39015235,STAR G5V,75.5857898715042
HIP 100894,306.86046779,1.35575723,-2.25,-2.01,-0.83,M2,45.67136051,-20.5555133,STAR M2,-1204.81927710843
HIP 100895,306.8623726,-2.11935082,-60.05,-69.61,21.49,F8,42.41235243,-22.24989904,STAR F8,46.5332712889716
HIP 100896,306.86484323,-2.10290922,-66.02,-71.31,20.7,F8,42.42923125,-22.24421013,STAR F8,48.3091787439614
HIP 100897,306.86897176,-28.81405021,-3.94,-3.92,4.71,F6V,14.52337399,-32.48372345,STAR F6V,212.314225053079
HIP 100898,306.87387359,15.21034613,-4.97,7.53,1.61,K0,58.0143677,-13.28962486,STAR K0,621.11801242236
HIP 100899,306.8745613,12.79837836,9,-3.02,2.6,K0,55.93283268,-14.60750149,STAR K0,384.615384615385
HIP 1009,3.14201623,44.70724772,98.84,-21.64,6.3,K0,115.70124428,-17.61809256,STAR K0,158.730158730159
HIP 10090,32.43535566,-30.74577045,-29.82,-195.15,9.71,G8IV+...,229.51414187,-72.51497099,STAR G8IV,102.986611740474
HIP 100900,306.87487756,-3.39541802,-7.22,-4.68,0.6,K2,41.20229504,-22.86615565,STAR K2,1666.66666666667
HIP 100901,306.87912487,-48.63576626,1.54,1.62,7.49,F3V,350.8377608,-35.56527706,STAR F3V,133.51134846462
