name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,_class,dist
HIP 100301,305.14012397,82.84751709,9.82,9.98,5.65,A0,115.67343951,24.2313167,STAR A0,176.991150442478
HIP 100302,305.14525746,-62.17813929,-1.34,-17.06,0.65,F0III/IV,334.37162506,-34.11087066,STAR F0IV,1538.46153846154
HIP 100303,305.14931623,-79.07111486,3.7,-73.28,10.02,F7V,314.71349606,-30.77799333,STAR F7V,99.8003992015968
HIP 100304,305.15020833,8.45958333,,,,M0,51.1940244,-15.47540747,STAR M0,#DIV/0!
HIP 100305,305.15931847,-58.72948607,23.11,-9.63,10.39,A2m...,338.52926954,-34.40500376,STAR A2,96.2463907603465
HIP 100306,305.16093666,10.75405724,-2.97,-2.12,5.09,A0,53.2226291,-14.28333689,STAR A0,196.463654223969
HIP 100307,305.16279537,35.25228665,1.72,-2.08,2.07,B9,73.85533651,-0.72404386,STAR B9,483.091787439614
HIP 100308,305.163308,43.12701539,-6.22,-9.66,1.3,B,80.34743844,3.73852263,STAR B0,769.230769230769
HIP 100309,305.16347598,16.01544669,67.32,26.51,12.2,F2,57.78396318,-11.47000083,STAR F2,81.9672131147541
HIP 10031,32.2820623,71.55258863,308.26,-239.61,36.57,F8,129.05834443,9.61093498,STAR F8,27.3448181569593
HIP 100310,305.16586145,-12.75904403,15.71,-14.63,11.98,B9IV,31.17002875,-25.47813301,STAR B9IV,83.4724540901503
HIP 100311,305.16954868,-26.14887236,-20.28,-7.74,2.23,K1III,17.01424884,-30.28035625,STAR K1III,448.430493273543
HIP 100312,305.17439812,-5.53340584,2.65,-3.65,3.77,K0,38.29920529,-22.35349814,STAR K0,265.25198938992
HIP 100313,305.17545776,22.2767862,1.7,-4.59,3,B9,63.09997351,-8.03993954,STAR B9,333.333333333333
HIP 100314,305.17631993,66.69375307,3.23,-10.81,2.78,B1.5Ia,100.48327499,16.56286513,STAR B1I,359.712230215827
HIP 100315,305.17607088,-27.04769077,-40.93,-155.07,6.54,G6/G8IV/V,16.02113061,-30.55319732,STAR G6IV,152.905198776758
HIP 100316,305.17633599,27.76179249,8.94,-5.06,7.1,A0,67.67631028,-4.97129858,STAR A0,140.845070422535
HIP 100317,305.17654083,-47.01974856,15.79,4,5.27,F2V,352.72699198,-34.33241053,STAR F2V,189.753320683112
HIP 100318,305.17785239,-66.47095579,-2.02,14.73,4.27,A9III/IV,329.24330464,-33.57285065,STAR A9IV,234.192037470726
HIP 100319,305.17849892,42.57190607,5.81,0.81,2.44,A0,79.894904,3.41559744,STAR A0,409.83606557377
HIP 10032,32.28683916,51.07335274,5.26,-4.37,1.13,B9,135.18167324,-9.94076295,STAR B9,884.95575221239
HIP 100320,305.18049458,1.38859732,4.06,-10.57,2.76,B9,44.82072497,-19.07855599,STAR B9,362.31884057971
HIP 100321,305.18194342,82.36815407,9.76,-43.89,18.38,F5IV,115.20209435,24.01973102,STAR F5IV,54.4069640914037
HIP 100322,305.18809537,-24.79807304,2.98,-1.47,2.38,K1III,18.50550608,-29.88060923,STAR K1III,420.168067226891
HIP 100323,305.18996237,37.06214507,11.25,10.32,2.11,K0,75.357949,0.28507246,STAR K0,473.9336492891
HIP 100324,305.19177195,-27.33695086,18.91,-2.21,0.98,F3III,15.70441648,-30.65094162,STAR F3III,1020.40816326531
HIP 100325,305.19384449,-14.78489327,42.64,0.37,10.4,B9.5III/IV,29.12094805,-26.31912449,STAR B9IV,96.1538461538462
HIP 100326,305.19694433,-7.74398201,6.28,-3.39,3.47,G0,36.16658698,-23.36625832,STAR G0,288.184438040346
HIP 100327,305.20007483,-34.77662453,-15.21,-13.16,3.11,F5V,7.25451018,-32.54437076,STAR F5V,321.543408360129
HIP 100328,305.20141022,38.25644213,4.65,1.12,3.92,B8V,76.34637999,0.9555629,STAR B8V,255.102040816327
HIP 100329,305.2034763,16.90969303,8.34,-7.37,4.73,F0,58.57053759,-11.01615969,STAR F0,211.416490486258
HIP 10033,32.28827186,-2.33184994,-91.35,-46.29,14.68,F8,163.12069024,-58.99985279,STAR F8,68.1198910081744
HIP 100330,305.20630101,-46.42429529,21.09,-88.89,11.58,G8V,353.44760795,-34.30487843,STAR G8V,86.3557858376511
HIP 100331,305.20830373,-43.60403679,-7.89,-36.47,3.22,G1/G2V,356.8391995,-34.02339185,STAR G1V,310.55900621118
HIP 100332,305.21612805,-35.67372299,36.35,19.26,7.35,K3III,6.21626525,-32.74608133,STAR K3III,136.054421768708
HIP 100333,305.22286707,-59.03566498,8.41,-27.64,6.48,A0V,338.15633685,-34.41778718,STAR A0V,154.320987654321
HIP 100334,305.2230132,-18.1561098,56.25,-35.48,12.17,G0V,25.6382424,-27.63597307,STAR G0V,82.1692686935086
HIP 100335,305.2240792,-37.71452563,-43.86,-50.68,6.77,F3V,3.83223215,-33.14946631,STAR F3V,147.710487444609
HIP 100336,305.22494792,-45.54530737,20.29,-70.95,13.97,G6:III+...,354.50847481,-34.23971835,STAR G6III,71.5819613457409
HIP 100337,305.22980358,-16.82976043,25.8,-24.02,3.85,K0III,27.02570915,-27.14440293,STAR K0III,259.74025974026
HIP 100338,305.23055358,-13.67848675,-76.11,-203.39,15.63,,30.26634681,-25.90966239,UNIDENTIFIED,63.9795265515035
HIP 100339,305.23469701,-31.16403817,12.02,-20.42,3.04,G0,11.41046954,-31.72668495,STAR G0,328.947368421053
HIP 10034,32.28930148,64.48661125,-2.56,-0.6,1.22,B5,131.18003296,2.86668027,STAR B5,819.672131147541
HIP 100340,305.23875371,0.094039,19.61,-2.21,3.73,F0,43.65281426,-19.76125198,STAR F0,268.096514745308
HIP 100341,305.24117884,44.60823735,-157.02,41.08,20.44,K0,81.60491059,4.52856991,STAR K0,48.9236790606654
HIP 100342,305.24720185,-15.42858812,11.43,-12.89,5.49,K0III,28.48241868,-26.61958869,STAR K0III,182.149362477231
HIP 100343,305.24777164,27.4128682,-2.62,-0.98,1.74,K2,67.42261525,-5.22010262,STAR K2,574.712643678161
HIP 100344,305.24795995,14.61021044,5.86,-3.02,1.55,K0,56.62101078,-12.29840519,STAR K0,645.161290322581
HIP 100345,305.25269347,-14.78140119,48.42,14,9.48,A5:n,29.14964384,-26.37000308,STAR A5,105.485232067511
HIP 100346,305.25449652,21.5175602,-7.7,-18.64,2.85,F9Vws,62.50295253,-8.52239643,STAR F9V,350.877192982456
HIP 100347,305.25470746,-10.98275925,5.27,5.35,3.32,K0,32.99441713,-24.81819025,STAR K0,301.204819277108
HIP 100348,305.25510936,-18.32390548,5.96,-13.62,1.99,K3III,25.47486415,-27.72626484,STAR K3III,502.51256281407
HIP 100349,305.2591312,-50.017132,23.88,-19.9,6.74,A2/A3V,349.10218553,-34.56290809,STAR A2V,148.367952522255
HIP 10035,32.28888091,-43.51647088,-48.33,-51.42,5.68,K1III,264.22034189,-67.31185507,STAR K1III,176.056338028169
HIP 100350,305.27641073,25.62992815,-2.43,-33.61,2.83,K5,65.95523451,-6.24375446,STAR K5,353.356890459364
HIP 100351,305.28142972,39.03159398,-2.91,-7.88,0.56,B2III,77.02004301,1.34431596,STAR B2III,1785.71428571429
HIP 100352,305.28669601,-6.35539985,3.33,-92.17,7.61,G5,37.56041796,-22.82560345,STAR G5,131.406044678055
HIP 100353,305.29264868,12.84301027,1.39,-10.69,1.73,A0,55.11591116,-13.28362627,STAR A0,578.034682080925
HIP 100354,305.29445232,27.51717219,0.47,-7.15,2.99,B8 (SrCr)Hg:,67.53257885,-5.19555632,STAR B8,334.448160535117
HIP 100355,305.29454774,2.81826961,5.1,-23.75,1.33,G0,46.19280146,-18.47077473,STAR G0,751.87969924812
HIP 100356,305.29564138,-51.79129012,-40.15,93.92,43.57,M0,346.94851696,-34.63795109,STAR M0,22.9515721826945
HIP 100357,305.29798654,63.98008727,6.14,14.52,4.45,K5III,98.097371,15.11426085,STAR K5III,224.719101123595
HIP 100358,305.3004846,-32.73930705,-1.94,-50.76,10.31,F3V,9.62635827,-32.16574473,STAR F3V,96.9932104752667
HIP 100359,305.30337899,-81.61550381,106.98,-172.31,13.91,G3IV/V,311.88858788,-30.04334822,STAR G3IV,71.8907260963336
HIP 10036,32.29260883,-22.00281006,31.3,4.54,5.29,F5,200.98821969,-71.62109193,STAR F5,189.035916824197
HIP 100360,305.30838829,43.58922746,6.42,1.26,4.57,A0,80.7893029,3.9128553,STAR A0,218.818380743982
HIP 100361,305.30884259,52.4105666,2.45,-8.7,2.06,K5,88.1412966,8.85939483,STAR K5,485.436893203883
HIP 100362,305.30973882,-73.977477,12.28,-10.41,3.9,K2III,320.46672397,-32.14606809,STAR K2III,256.410256410256
HIP 100363,305.3136665,28.10723499,-75.14,-163.79,14.02,G4IV,68.03134046,-4.87678141,STAR G4IV,71.3266761768902
HIP 100364,305.31454167,43.58772222,,,,,80.79058727,3.9083289,UNIDENTIFIED,#DIV/0!
HIP 100365,305.31449051,15.10431688,7.75,-12.76,8.23,A0,57.08201682,-12.08573389,STAR A0,121.506682867558
HIP 100366,305.31592049,39.61013112,-7.57,-8.54,9.48,F6IV,77.51144199,1.65108906,STAR F6IV,105.485232067511
HIP 100367,305.32236855,35.88377446,-19.29,-26.82,3.73,K,74.44880678,-0.47213778,STAR K0,268.096514745308
HIP 100368,305.32368331,-55.7676522,7.05,-0.33,4.7,F2IV/V,342.11524996,-34.63155425,STAR F2IV,212.765957446808
HIP 100369,305.33145773,30.60098352,8.05,10.32,3.47,A3,70.10219613,-3.47908396,STAR A3,288.184438040346
HIP 10037,32.29411376,-16.33978445,517.26,79.2,33.44,K7,185.99402928,-69.01322459,STAR K7,29.9043062200957
HIP 100370,305.33139523,3.56588611,10.33,3.93,-1.29,K7V:,46.8943456,-18.12924115,STAR K7V,-775.193798449612
HIP 100371,305.33290536,30.20470423,0,0.97,2.3,A0,69.77571865,-3.70462725,STAR A0,434.782608695652
HIP 100372,305.33942091,63.43165068,14.08,17.78,2.58,M0III,97.62403819,14.81092717,STAR M0III,387.596899224806
HIP 100373,305.34806942,-17.20914825,-7.35,-21.56,-1.96,K2/K3III,26.67885978,-27.39274313,STAR K2III,-510.204081632653
HIP 100374,305.34871698,23.25598083,-183.29,-193.15,13.73,K3,64.01073882,-7.62730821,STAR K3,72.8332119446468
HIP 100375,305.35052568,-2.01314005,-16.12,-10.07,7.93,A5,41.7388707,-20.87088023,STAR A5,126.103404791929
HIP 100376,305.35088594,-22.77964861,43.59,10.74,9.53,A9/F0V,20.75869104,-29.37057033,STAR A9V,104.931794333683
HIP 100377,305.35103757,30.86427735,-7.01,-10.72,1.24,K5,70.32904265,-3.34369644,STAR K5,806.451612903226
HIP 100378,305.36044476,-20.4654974,-1.66,-8.85,2.04,,23.24896318,-28.58954646,UNIDENTIFIED,490.196078431373
HIP 100379,305.36858807,-66.74969742,-140.22,3.15,22.72,F6V,328.89858899,-33.60398751,STAR F6V,44.0140845070423
HIP 10038,32.29729709,45.84074677,-16.45,7.43,8.36,F5,136.81429347,-14.92475296,STAR F5,119.617224880383
HIP 100380,305.37050957,64.6931392,-13.97,-1.44,3.51,K2,98.74460832,15.46014531,STAR K2,284.900284900285
HIP 100381,305.37103974,19.66203902,1.96,-7.77,2.02,G5,60.99883416,-9.63994965,STAR G5,495.049504950495
HIP 100382,305.37212094,9.43573729,1.1,-4.46,0.54,B8,52.17603878,-15.15314874,STAR B8,1851.85185185185
HIP 100383,305.37309728,12.15991991,-3.17,-2.44,-0.62,M0,54.56485568,-13.71451722,STAR M0,-1612.90322580645
HIP 100384,305.3731396,30.59021844,11.43,21.65,8.48,Am,70.11368718,-3.51474394,STAR A0,117.924528301887
HIP 100385,305.37361601,-10.14418991,10.91,-9.08,5.74,A0,33.88462884,-24.56780538,STAR A0,174.216027874564
HIP 100386,305.37485345,-23.47601833,-4.35,24.31,4.4,G8III/IV,20.01121303,-29.61984065,STAR G8IV,227.272727272727
HIP 100387,305.37576689,53.11294786,3.61,1.85,1.58,Ap,88.75621589,9.21461875,STAR A0,632.911392405063
HIP 100388,305.37909754,-32.40449203,63.44,-57.7,5.17,G2,10.02911819,-32.15057955,STAR G2,193.423597678917
HIP 100389,305.38236694,-73.48530344,10.4,-5.88,2.51,M1III,321.02646571,-32.2816178,STAR M1III,398.406374501992
HIP 10039,32.3018364,-31.80916981,2.24,11.94,1.45,M1III,233.06564037,-72.46572862,STAR M1III,689.655172413793
HIP 100390,305.38352161,22.84888501,2.64,-13.59,1.53,K5,63.68785434,-7.88107247,STAR K5,653.59477124183
HIP 100391,305.38635762,39.82934238,-3.84,-4.24,3.37,B2Ib,77.72267133,1.73115117,STAR B2I,296.73590504451
HIP 100392,305.3858274,50.81491781,-1.05,-3.18,2.44,B5,86.82741676,7.93260221,STAR B5,409.83606557377
HIP 100393,305.38615938,-19.07536471,-3.66,-11.77,3.98,K3III,24.73455833,-28.11641956,STAR K3III,251.256281407035
HIP 100394,305.38700107,-21.41867275,-148.41,-121.3,9.82,F0V,22.23890854,-28.94342629,STAR F0V,101.83299389002
HIP 100395,305.39489868,-44.98667753,-9.37,-43.69,5.52,F5V,355.19526921,-34.30504071,STAR F5V,181.159420289855
HIP 100396,305.39791216,-67.3128818,110.64,16.92,18.84,F8V,328.22953296,-33.52338748,STAR F8V,53.0785562632696
HIP 100397,305.39870445,19.49447334,9.3,3.51,4.55,F8,60.87164755,-9.75414326,STAR F8,219.78021978022
HIP 100398,305.40079063,10.99179984,-4.81,-4.89,3.29,K5,53.5593855,-14.35775238,STAR K5,303.951367781155
HIP 100399,305.40159417,1.67090551,0.31,-2.54,2,A0,45.19590823,-19.13208472,STAR A0,500
HIP 1004,3.13729126,24.63640583,22.18,-15.28,4.78,F0,111.79209346,-37.39270351,STAR F0,209.205020920502
HIP 10040,32.30487313,-27.56908335,26.78,23.54,3.9,G6IV/V,218.88067826,-72.74016731,STAR G6IV,256.410256410256
HIP 100400,305.40327173,32.45410696,-1.73,-12.06,0.49,A2,71.66477889,-2.47768355,STAR A2,2040.81632653061
HIP 100401,305.40611129,-34.47764129,-6.18,16.37,8.51,F3V,7.64449926,-32.64526309,STAR F3V,117.508813160987
HIP 100402,305.40793979,28.38018613,16.1,-2.93,6.96,F5,68.30445611,-4.79112488,STAR F5,143.67816091954
HIP 100403,305.40984536,55.22649092,0.67,-7.8,1.51,K5,90.55659475,10.3634961,STAR K5,662.251655629139
HIP 100404,305.41062682,37.53304965,-4.5,-5.36,2.84,M3.5Ia,75.84513998,0.408434,STAR M3I,352.112676056338
HIP 100405,305.41080381,-54.81216501,-231.4,-149.99,18.92,G5V...,343.27514447,-34.70486524,STAR G5V,52.8541226215645
HIP 100406,305.40870675,13.58271531,-3.15,-1.44,-0.33,M1,55.81943737,-12.98273729,STAR M1,-3030.30303030303
HIP 100407,305.41573893,-4.80553871,-5.92,-14.69,8.28,F5,39.11753298,-22.23402038,STAR F5,120.772946859903
HIP 100408,305.4165039,42.2348908,5.33,0.34,3.52,A0,79.71653202,3.07981261,STAR A0,284.090909090909
HIP 100409,305.41802431,44.81423906,-3.01,-2.28,0.76,B1Ib,81.84664301,4.54130371,STAR B1I,1315.78947368421
HIP 10041,32.31755104,-28.41700125,19.96,-11.35,3.72,Gp,221.73970489,-72.75399628,STAR G0,268.817204301075
HIP 100411,305.42156381,-50.77636552,17.51,-51.75,3.32,M3III,348.18441344,-34.69266061,STAR M3III,301.204819277108
HIP 100412,305.42233711,-49.99880746,-359.84,-250.36,30.84,G2IV-V,349.12944016,-34.66699672,STAR G2IV,32.4254215304799
HIP 100413,305.42724495,-36.47125712,-22.11,-7.38,2.49,M2/M3,5.3263292,-33.07316815,STAR M2,401.606425702811
HIP 100414,305.4278637,-49.81539745,14.35,1.93,2.61,F5V,349.35243119,-34.66332835,STAR F5V,383.141762452107
HIP 100415,305.42880133,25.75076787,7.78,-4.46,4.4,M1,66.13342071,-6.28945842,STAR M1,227.272727272727
HIP 100416,305.42985597,-79.59763196,13.71,-9.24,6.78,A0/A1V,314.10980431,-30.67497284,STAR A1V,147.492625368732
HIP 100417,305.42933369,-36.60997125,67.87,-44.49,16.53,G0/G1V,5.16431962,-33.10179831,STAR G1V,60.4960677555959
HIP 100418,305.43507232,35.06184638,-0.25,-2.54,2.24,G5,73.82520656,-1.01544349,STAR G5,446.428571428571
HIP 100419,305.4418688,13.82578936,129.41,-128.26,6.14,G0Vm,56.04750827,-12.87924111,STAR G0V,162.866449511401
HIP 10042,32.31834357,24.30206389,-6.34,-3.93,-0.25,K0,144.75714401,-35.24930602,STAR K0,-4000
HIP 100420,305.44819539,-36.90146649,4.28,-15.5,5.82,F5/7V + F/G,4.82615766,-33.17262017,STAR F5V,171.821305841924
HIP 100421,305.45000855,8.51944516,7.44,4.38,3.88,A0,51.40725737,-15.69748652,STAR A0,257.731958762887
HIP 100422,305.45023091,-40.75561443,0.34,6.08,3.33,M3/M4III,0.27060504,-33.82515587,STAR M3III,300.3003003003
HIP 100423,305.45021253,-21.5907657,85.96,-191.12,15.37,G3V,22.07699996,-29.05754021,STAR G3V,65.0618087182824
HIP 100424,305.45131677,33.27376409,20.89,18.88,-0.13,K5,72.36242983,-2.04465986,STAR K5,-7692.30769230769
HIP 100425,305.46063033,21.40298255,2.38,5.97,2.13,A0,62.51431181,-8.74556804,STAR A0,469.483568075117
HIP 100426,305.47195746,73.78533604,2.26,2.34,1.9,K0,107.0090534,20.01655979,STAR K0,526.315789473684
HIP 100427,305.47600972,-6.56674824,-1.15,-28.19,9.77,F0,37.44750205,-23.0887454,STAR F0,102.354145342886
HIP 100428,305.4782751,-3.21714455,-42,-244.22,14.39,G5,40.66479764,-21.55155327,STAR G5,69.4927032661571
HIP 100429,305.48287895,13.59254471,-0.13,-8.55,2.65,A0,55.86770515,-13.03826016,STAR A0,377.358490566038
HIP 10043,32.32090373,-19.57020663,30.04,-14.56,5.99,K2III,194.11320099,-70.63078632,STAR K2III,166.944908180301
HIP 100430,305.48527488,29.0846023,-2.91,3.27,6.63,K5,68.92557978,-4.44832772,STAR K5,150.829562594268
HIP 100431,305.48791547,7.17164797,6.72,13.1,5.38,G9III,50.22835614,-16.42864212,STAR G9III,185.873605947955
HIP 100432,305.48896366,47.19047314,15.06,14.1,4.18,F8,83.84331712,5.84323924,STAR F8,239.234449760766
HIP 100433,305.50809805,-38.07937505,16.93,1.73,4.7,G5V,3.451181,-33.43564201,STAR G5V,212.765957446808
HIP 100434,305.51272943,41.132146,2.44,-3.67,2.1,G5II+...,78.84933253,2.39359215,STAR G5II,476.190476190476
HIP 100435,305.51428968,24.44611603,1.92,-6.89,1.81,B8IIIn,65.09059325,-7.08657129,STAR B8III,552.486187845304
HIP 100436,305.51496764,66.21068216,0.48,2.82,1.5,A0,100.12434995,16.19806455,STAR A0,666.666666666667
HIP 100437,305.52227775,45.79489737,25.06,39.7,7.86,K0IIIvar,82.69963438,5.03582127,STAR K0III,127.226463104326
HIP 100438,305.52268555,40.98561924,-1.8,-6.79,0.75,B0.5III,78.7330669,2.30397373,STAR B0III,1333.33333333333
HIP 100439,305.53298498,28.84133446,39.2,17.76,7.99,A5,68.74824488,-4.62057939,STAR A5,125.156445556946
HIP 10044,32.32392808,54.31993706,-3.05,1.2,1.62,A0,134.22024217,-6.83651206,STAR A0,617.283950617284
HIP 100440,305.53777492,44.19116603,6.99,-7.56,4.16,A,81.38037316,4.11781019,STAR A0,240.384615384615
HIP 100441,305.53767393,26.33827419,2.03,-0.33,4.26,Ap...,66.67710686,-6.0393664,STAR A0,234.741784037559
HIP 100442,305.54138346,70.14620128,18.01,15.44,5.36,A0,103.67188771,18.19944599,STAR A0,186.567164179104
HIP 100443,305.54245126,31.25321375,2.33,-8.37,0.68,A0,70.74298007,-3.25777724,STAR A0,1470.58823529412
HIP 100444,305.54405977,-31.13745327,-3.27,-36.56,7.01,G5V,11.51922404,-31.97622151,STAR G5V,142.65335235378
HIP 100445,305.54913915,-16.77993176,-9.07,-38.23,5.83,K2III,27.20832715,-27.40820061,STAR K2III,171.526586620926
HIP 100446,305.55160314,16.38038169,10.12,-1.08,2.56,M0,58.30339118,-11.58430734,STAR M0,390.625
HIP 100447,305.55252178,50.54112017,8.7,6.09,4.96,A0,86.65781495,7.69199969,STAR A0,201.612903225806
HIP 100448,305.5533404,-15.6256196,-0.25,-26.64,5.6,A0V,28.40798493,-26.96803024,STAR A0V,178.571428571429
HIP 100449,305.55487464,-35.67593244,66.23,-182.23,19.61,G8/K0(V)(+G),6.28063333,-33.01590591,STAR G8V,50.9943906170321
HIP 10045,32.32694942,28.39422423,-8.45,-2.83,3.54,A0,143.02568674,-31.42111082,STAR A0,282.485875706215
HIP 100450,305.5553509,11.6855809,-145.03,-221.58,19.62,K2,54.24901991,-14.11801949,STAR K2,50.9683995922528
HIP 100451,305.55554917,16.37299099,0.49,2.33,5.61,A5,58.29917551,-11.59151157,STAR A5,178.25311942959
HIP 100452,305.55707069,69.51255649,13.9,-17,4.66,A3,103.09928895,17.87525255,STAR A3,214.592274678112
HIP 100453,305.55708346,40.2566815,2.43,-0.93,2.14,F8Ib,78.14858125,1.86709561,STAR F8I,467.289719626168
HIP 100454,305.55685539,-3.63490957,5.96,3.83,1.43,K2,40.306926,-21.81630414,STAR K2,699.300699300699
HIP 100455,305.5573688,-49.73859934,-16.68,45.5,26.24,K5/M0V,349.44984952,-34.74381267,STAR K5V,38.109756097561
HIP 100456,305.56602224,-36.52285657,6.81,7.47,4.48,F3/F5V,5.29178924,-33.19263293,STAR F3V,223.214285714286
HIP 100457,305.56785043,-72.23850018,-2.72,-14.5,6.26,F2V,322.45017152,-32.61950608,STAR F2V,159.744408945687
HIP 100458,305.57835988,73.23012897,18.71,25.54,6.99,A5,106.50919343,19.71963008,STAR A5,143.061516452074
HIP 100459,305.58084685,4.93656405,-27.79,-19.91,8.26,F8,48.26984179,-17.65255775,STAR F8,121.065375302663
HIP 10046,32.33796546,-26.28246285,21.85,2.3,6.52,F0/F2IV/V,214.58686726,-72.59608865,STAR F2IV,153.374233128834
HIP 100460,305.58105518,-32.70850074,-0.28,-12.03,3.54,F3IV/V,9.72743857,-32.38791638,STAR F3IV,282.485875706215
HIP 100461,305.58501717,29.09072231,31.67,27.15,7.61,F5,68.98020973,-4.51665452,STAR F5,131.406044678055
HIP 100462,305.58760886,-56.50095046,10.47,-12.2,0.48,K2/K3III,341.2174965,-34.75190121,STAR K2III,2083.33333333333
HIP 100463,305.59189782,-15.82753246,17.94,2.89,2.4,G8/K0III+..,28.21526669,-27.08060736,STAR G8III,416.666666666667
HIP 100464,305.59501579,73.15095619,13.98,15.16,8.3,F0,106.43837659,19.67666177,STAR F0,120.481927710843
HIP 100465,305.59823876,32.32463251,46.52,257.91,9.75,K2,71.65200967,-2.68674269,STAR K2,102.564102564103
HIP 100466,305.60382693,-71.19603236,25.99,12.58,12.92,G0V,323.65677058,-32.85784695,STAR G0V,77.3993808049536
HIP 100467,305.60946536,-46.44946322,8.04,-11.65,4.37,F0V,353.44453984,-34.58384625,STAR F0V,228.83295194508
HIP 100468,305.61113053,16.91673616,-18.97,-20.83,4.92,M2,58.79358304,-11.3390945,STAR M2,203.252032520325
HIP 100469,305.61449749,-42.04934895,32.94,-81.98,13.35,A0V,358.74624023,-34.12679276,STAR A0V,74.9063670411985
HIP 10047,32.34283847,5.98611407,-34.48,36.65,14.54,F0,155.44904137,-51.89651833,STAR F0,68.7757909215956
HIP 100470,305.61549186,-19.78118671,93.48,-49.31,12.12,G8V,24.07432339,-28.57172979,STAR G8V,82.5082508250825
HIP 100471,305.61580714,-17.47547046,19.91,7.4,7.4,G3V,26.5088272,-27.72967071,STAR G3V,135.135135135135
HIP 100472,305.62665999,22.34421556,10.62,-0.12,0.68,A0,63.3914788,-8.34903769,STAR A0,1470.58823529412
HIP 100473,305.62840152,54.93221166,-5.28,-6.91,1.56,A0,90.37707322,10.09696029,STAR A0,641.025641025641
HIP 100474,305.63044308,-26.15980206,56.82,-36.06,15.62,G6V,17.14637003,-30.67823179,STAR G6V,64.0204865556978
HIP 100475,305.63416927,34.99077794,21.44,-22.54,9.25,A0,73.85984225,-1.18989399,STAR A0,108.108108108108
HIP 100476,305.63578722,26.29808147,8.38,-16.73,3.76,K2II-III,66.69364995,-6.1346497,STAR K2II,265.957446808511
HIP 100477,305.63834905,-16.52122499,-8.83,-19.07,3.67,K1III,27.51441846,-27.38863922,STAR K1III,272.479564032698
HIP 100478,305.6390223,-20.4028293,15.06,6.32,6.93,,23.42026523,-28.81202443,UNIDENTIFIED,144.300144300144
HIP 100479,305.64325581,-47.47931066,6.15,-28.9,3.6,F3/F5V,352.19821034,-34.6812501,STAR F3V,277.777777777778
HIP 10048,32.34428073,24.83650427,1.97,-14.39,2.53,G5,144.54771388,-34.74260161,STAR G5,395.256916996047
HIP 100480,305.64400856,7.75596425,-9.25,-6.8,-0.24,K5,50.83283292,-16.25858051,STAR K5,-4166.66666666667
HIP 100481,305.64579958,-8.82522589,15.57,-2.78,6.69,A3,35.3182926,-24.24033167,STAR A3,149.476831091181
HIP 100482,305.64657528,-9.01460746,3.45,-13.47,5.77,A0,35.13163962,-24.32350759,STAR A0,173.310225303293
HIP 100483,305.64869655,-12.38190021,-3.33,2.43,0.54,K2III,31.76618772,-25.75262764,STAR K2III,1851.85185185185
HIP 100484,305.64821653,38.12937943,-3.43,-3.8,2.41,B1Iab,76.44197017,0.59456136,STAR B1I,414.9377593361
HIP 100485,305.65120836,-48.86544959,7.74,2.44,5.23,K0III,350.51485914,-34.76619594,STAR K0III,191.204588910134
HIP 100486,305.65547104,31.26502064,-8.47,-22.64,5.37,K2,70.80779046,-3.33048819,STAR K2,186.219739292365
HIP 100487,305.65877261,-44.58720796,2.9,14.29,4.07,A5m...,355.69943458,-34.45170155,STAR A5,245.700245700246
HIP 100488,305.66002326,-54.2636132,25.97,-37.58,1.83,G8III,343.93972335,-34.85938884,STAR G8III,546.448087431694
HIP 100489,305.66713656,-5.08114597,12,5.48,3,K2,38.97719684,-22.58310279,STAR K2,333.333333333333
HIP 10049,32.34487118,68.27825503,2.01,-12.3,2.55,A0,130.0693519,6.49325889,STAR A0,392.156862745098
HIP 100490,305.67127784,-58.28460393,757.9,-434.81,50.36,M,339.04746214,-34.70046664,STAR M0,19.8570293884035
HIP 100491,305.67143945,-78.96080466,31.04,-44.74,8.8,A0V,314.80299658,-30.90511489,STAR A0V,113.636363636364
HIP 100492,305.6739398,-10.30169877,219.19,-67.48,27.48,K0,33.86678953,-24.90231968,STAR K0,36.3901018922853
HIP 100493,305.67431808,10.53707247,-4.05,-7,-0.64,K7,53.30758283,-14.82637176,STAR K7,-1562.5
HIP 100494,305.67687311,-64.18624917,9.71,2.05,6.88,F0III,331.92898976,-34.10909539,STAR F0III,145.348837209302
HIP 100495,305.68054107,-42.95571827,25.16,-8.56,6.64,A9/F0V,357.6662017,-34.28828648,STAR A9V,150.602409638554
HIP 100496,305.68398093,0.23944722,7.61,-8.77,3.35,A0...,44.01815779,-20.07966746,STAR A0,298.507462686567
HIP 100497,305.686504,40.71464094,-1.11,-8.23,-0.27,B2III,78.58106495,2.04762811,STAR B2III,-3703.7037037037
HIP 100498,305.68698852,12.44339921,58.06,-18.26,7.95,K2,54.98023079,-13.82246232,STAR K2,125.786163522013
HIP 100499,305.68746755,-50.55701472,-16.74,-8.12,2.93,F5,348.45719696,-34.85487523,STAR F5,341.296928327645
HIP 1005,3.13814549,-11.69298041,-0.02,-1.19,5.39,F0V,90.45059141,-72.06701707,STAR F0V,185.528756957328
HIP 10050,32.34594705,17.22464882,136.08,-186.23,25.47,F5V,148.22942974,-41.78641353,STAR F5V,39.2618767177071
HIP 100500,305.68783145,19.85007103,-103.76,-30.37,20.68,G5,61.32505199,-9.78436977,STAR G5,48.3558994197292
