name,pm_ra,pm_dec,parallax,spect_type,lii,bii,vmag,bv_color,vi_color,vi_color_reduct,_class,dist
HIP 60718,  -35.37,  -14.73,  10.17,B0.5IV,300.12665198,-0.36267855, 0.77,-0.243,-0.26,-0.26,STAR B0IV,98.3284169124877
HIP 100974,  -51.72,  114.03,  20.22,K0V,333.12935097,-34.88715397, 8.89, 0.832,0.85,0.88,STAR K0V,49.4559841740851
HIP 27890,  120.11,  573.43,  36.67,K1III/IV,272.36900845,-30.42023246, 4.65, 1.022,1.03,1.03,STAR K1IV,27.2702481592582
HIP 2540,  530.04, -100.87,  38.85,M0,306.61563937,-53.89975266, 9.65, 1.367,1.6,1.6,STAR M0,25.7400257400257
HIP 89487,  -35.71,  -23.95,  11.02,K0III/IV,331.40104295,-20.10941506, 5.58, 0.944,0.93,0.93,STAR K0IV,90.7441016333938
HIP 50765,  210.48, -256.36,  19.07,K2,286.90558922,-4.92232045, 9.95, 0.987,1.03,1.03,STAR K2,52.4383848977452
HIP 2578,   86.15,  -49.85,  21.52,A0V,306.53584431,-53.96576915, 5.07, 0.038,0.05,0.05,STAR A0V,46.4684014869888
HIP 90304,    0.57, -101.87,  14.03,A3V,331.83439927,-21.15005012, 6.13, 0.202,0.22,0.2,STAR A3V,71.2758374910905
HIP 110102, -223.60,  -99.49,  14.59,G3V,326.97723472,-46.32643564, 8.48, 0.592,0.66,0.66,STAR G3V,68.5400959561343
HIP 118179,   -9.22,   54.54,  12.56,G8IV,312.92131377,-53.0835964, 6.86, 0.825,0.85,0.85,STAR G8IV,79.6178343949044
HIP 95385,  -77.08,   25.30,  18.54,F3/F5V,333.41332199,-27.63686216, 6.58, 0.455,0.52,0.52,STAR F3V,53.9374325782093
HIP 87754,   11.01,   14.95,  11.35,F6V,330.53149899,-17.97500239, 8.89, 0.558,0.63,0.66,STAR F6V,88.1057268722467
HIP 88371,  122.49, -281.42,  31.49,K7,330.8943868,-18.71729707,10.39, 1.280,1.46,1.46,STAR K7,31.7561130517625
HIP 2487,   87.95,  -45.79,  18.95,A2V,306.77492189,-54.01419892, 4.53, 0.147,0.14,0.14,STAR A2V,52.7704485488127
HIP 13074,  -74.74,  -96.01,  10.46,F3/F5V,283.0363392,-49.41821641, 8.06, 0.452,0.52,0.49,STAR F3V,95.6022944550669
HIP 38539,  -60.11,  267.57,  12.80,,275.61696819,-17.33037205,10.2, 0.792,0.82,0.73,UNIDENTIFIED,78.125
HIP 2484,   82.48,  -54.37,  23.35,B9V,306.77910651,-54.02130198, 4.36,-0.064,-0.02,-0.02,STAR B9V,42.8265524625268
HIP 118092,   86.18,   11.60,  15.91,A2p,313.13105059,-53.08706558, 5.95, 0.101,0.11,0.1,STAR A2,62.8535512256442
HIP 111993,  155.52, -112.81,  11.15,K1IV,324.56474331,-48.3458664, 8.01, 0.939,0.99,0.99,STAR K1IV,89.6860986547085
HIP 16245,  383.05,  373.11,  46.65,F5IV-V,278.35253234,-45.93635072, 4.71, 0.410,0.49,0.49,STAR F5IV,21.4362272240086
HIP 116110,  391.70,  210.23,  19.51,G5,317.51456005,-51.88473472, 9.37, 0.778,0.81,0.81,STAR G5,51.2557662737058
HIP 47657,   86.27,  161.27,  10.07,,283.27870763,-7.48431387,10.36, 0.730,0.78,0.78,UNIDENTIFIED,99.304865938431
HIP 12726,  -25.16,  -38.17,  20.69,G0V,283.57667389,-49.78294349, 7.44, 0.588,0.66,0.66,STAR G0V,48.3325277912035
HIP 40429,  -26.87,  -10.95,  13.47,A+...,276.79893684,-15.13223506, 5.16, 0.086,0.1,0.1,STAR A0,74.2390497401633
HIP 67572, -168.95, -231.06,  17.61,G3V,309.63303142,-0.80792439, 8.85, 0.670,0.73,0.73,STAR G3V,56.7859170925611
HIP 51138, -285.89, -349.84,  36.97,K5,287.29096856,-4.50893466, 9.50, 1.230,1.39,1.39,STAR K5,27.0489586150933
HIP 40043,  -69.05,  150.54,  14.56,F8V,276.51586325,-15.56542714, 8.28, 0.569,0.64,0.64,STAR F8V,68.6813186813187
HIP 47490, -195.33,   94.53,  25.27,K0,283.06716018,-7.62680133, 9.91, 0.985,1.03,1.03,STAR K0,39.5726157499011
HIP 97116,   42.94, -112.60,  11.47,G3V,333.72674187,-29.90240316, 9.63, 0.657,0.72,0.74,STAR G3V,87.1839581517001
HIP 72131,   70.24,  -80.34,  21.75,A7Vn,315.49700821,-2.81491937, 5.36, 0.308,0.35,0.33,STAR A7V,45.9770114942529
HIP 95350,  136.16, -457.39,  23.18,K0,333.5524337,-27.59017139, 9.44, 0.932,0.98,0.98,STAR K0,43.1406384814495
HIP 70922,  -12.45,  -64.29,  17.71,G0w...,313.92465842,-2.11783522, 8.21, 0.527,0.6,0.61,STAR G0,56.4652738565782
HIP 425,   61.96,   20.91,  14.25,G0V,311.77951661,-53.480852, 8.14, 0.593,0.66,0.66,STAR G0V,70.1754385964912
HIP 21253, -117.21,  -19.34,  21.74,K1III,273.73610039,-39.47121535, 5.79, 1.028,0.98,0.98,STAR K1III,45.9981600735971
HIP 112826,  -19.43,   -1.60,  12.00,G2IV,323.49082936,-49.22467877, 7.58, 0.747,0.79,0.79,STAR G2IV,83.3333333333333
HIP 13141,   94.53,   29.02,  19.73,A2V,282.743945,-49.45866647, 5.25, 0.101,0.11,0.11,STAR A2V,50.6842372022301
HIP 106995,  -67.38,  -17.72,  10.29,F3V,330.39045077,-42.74148859, 8.19, 0.443,0.51,0.51,STAR F3V,97.1817298347911
HIP 26277,  -74.58,  249.05,  30.82,K5V,272.08176783,-32.51381372, 9.33, 1.119,1.25,1.25,STAR K5V,32.4464633354964
HIP 77310,   90.83,   92.86,  25.20,F6/F7V,321.53157937,-6.45034315, 7.10, 0.497,0.57,0.57,STAR F6V,39.6825396825397
HIP 64537, -133.92,  -57.90,  15.44,G5,305.47162851,-0.03194111, 9.14, 0.798,0.83,0.83,STAR G5,64.7668393782383
HIP 23742,  -32.42,  305.69,  16.73,F6/F7V,272.54871992,-35.86719014, 7.72, 0.491,0.56,0.56,STAR F6V,59.7728631201435
HIP 113540,   74.58,  -27.11,  10.12,F5V,322.37394129,-49.92843306, 7.19, 0.463,0.53,0.53,STAR F5V,98.8142292490119
HIP 17264, -103.76,  -43.58,  25.57,K4V,277.02602211,-44.84755494, 9.73, 1.013,1.06,1.06,STAR K4V,39.1083300743058
HIP 52557,  -98.99,  159.71,  11.12,F8V,289.00177341,-3.36835626, 9.06, 0.541,0.61,0.61,STAR F8V,89.9280575539568
HIP 86991,  -47.49, -382.36,  28.58,G1V,330.29570478,-16.95554872, 7.51, 0.617,0.69,0.69,STAR G1V,34.9895031490553
HIP 114699,  477.48, -425.01,  34.25,G5IV,320.40841246,-50.99863254, 6.12, 0.787,0.82,0.82,STAR G5IV,29.1970802919708
HIP 28964,   64.88,  175.40,  36.33,K5V,271.96236313,-28.96688361, 9.40, 1.107,1.19,1.19,STAR K5V,27.5254610514726
HIP 70890,-3775.64,  768.16, 772.33,M5Ve,313.94769682,-1.93227779,11.01, 1.807,3.62,3.62,STAR M5Ve,1.29478331801173
HIP 16589,   63.13,   75.19,  10.17,F0IV,277.60805277,-45.71172446, 7.41, 0.358,0.42,0.46,STAR F0IV,98.3284169124877
HIP 80647,  -27.26,  -25.70,  10.76,F3V,325.14869074,-9.48755752, 8.03, 0.420,0.49,0.49,STAR F3V,92.9368029739777
HIP 46384,  -57.58,   44.80,  10.93,G1V,281.73545715,-8.44908446, 9.26, 0.620,0.69,0.62,STAR G1V,91.4913083257091
HIP 9499,   56.24,   62.47,  15.49,F7/8V(p),289.59668574,-52.66541839, 8.06, 0.611,0.68,0.68,STAR F7V,64.5577792123951
HIP 50197, -238.85,  130.84,  20.07,G6IV/V,285.96762977,-4.99181788, 8.84, 0.683,0.74,0.74,STAR G6IV,49.825610363727
HIP 25231,   -4.85,  -46.96,  15.88,F5/F6V,271.95536117,-33.89965129, 7.65, 0.700,0.53,0.53,STAR F5V,62.9722921914358
HIP 15330, 1337.83,  648.71,  82.51,G2V,279.10099379,-47.21565678, 5.53, 0.641,0.72,0.72,STAR G2V,12.1197430614471
HIP 33946,    8.49,   -1.15,  14.31,,273.03800717,-22.6240959,12.12,,,0.76,UNIDENTIFIED,69.8812019566737
HIP 72754,   10.36,   16.04,  10.08,F6V,316.36263659,-2.89744732, 8.19, 0.543,0.62,0.62,STAR F6V,99.2063492063492
HIP 110355,  161.75,  -44.91,  14.70,F7/F8V,327.22028553,-46.86393456, 6.61, 0.533,0.61,0.61,STAR F7V,68.0272108843537
HIP 59781,  -37.86,   -7.80,  10.78,F8/G0V,298.79894967,0.0437544, 8.84, 0.573,0.65,0.65,STAR F8V,92.7643784786642
HIP 95296,   -3.34, -167.33,  11.31,G8/K0V,333.91581257,-27.47647675,10.01, 0.752,0.8,0.83,STAR G8V,88.4173297966401
HIP 110812,  -75.12,   82.91,  29.13,K2IV/V,326.61893554,-47.41932438, 8.79, 0.867,0.88,0.88,STAR K2IV,34.3288705801579
HIP 42889, -103.58,  -59.66,  17.66,G0V,278.36758655,-12.13548936, 8.14, 0.625,0.69,0.69,STAR G0V,56.6251415628539
HIP 43324,   37.91,  -44.28,  11.40,F3V,278.72520136,-11.64765014, 7.42, 0.465,0.54,0.54,STAR F3V,87.719298245614
HIP 15371, 1331.10,  646.84,  82.79,G1V,278.97458133,-47.21860044, 5.24, 0.600,0.67,0.67,STAR G1V,12.0787534726416
HIP 3489,  103.16,    6.29,  11.89,F5III/IV,304.30986935,-54.61214692, 6.06, 0.446,0.52,0.52,STAR F5IV,84.1042893187553
HIP 101399,   -2.91, -201.95,  18.48,G5V,333.75919685,-35.49916057, 8.66, 0.738,0.78,0.79,STAR G5V,54.1125541125541
HIP 68170, -122.68,  -64.15,  14.00,G3III/IV,310.46191252,-0.58470537, 6.65, 0.790,0.82,0.82,STAR G3IV,71.4285714285714
HIP 6616,  152.62,  271.74,  15.13,G5,296.32391952,-54.21536126, 9.91, 0.791,0.83,0.82,STAR G5,66.0938532716457
HIP 7298,  -25.27,   -1.45,  12.89,A9V,294.59387468,-53.95766655, 6.91, 0.314,0.36,0.36,STAR A9V,77.5795190069822
HIP 19780,   41.64,   49.72,  19.98,G7III,274.31438926,-41.65348671, 3.33, 0.915,0.91,0.91,STAR G7III,50.0500500500501
HIP 82851, -221.97, -316.18,  24.92,K3,327.36192154,-11.86834102, 9.40, 0.954,1,1,STAR K3,40.1284109149278
HIP 101031,  220.33, -194.70,  15.56,G6V,333.89008695,-35.03603145, 8.39, 0.725,0.78,0.78,STAR G6V,64.26735218509
HIP 16693,   56.72,   78.02,  24.56,K2V,277.28120596,-45.70097049, 9.43, 0.900,0.94,0.94,STAR K2V,40.7166123778502
HIP 25759,  -27.17,  -70.44,  12.76,G0V,271.71888391,-33.18936426, 9.72, 0.599,0.67,0.69,STAR G0V,78.3699059561129
HIP 102962,   83.04,  -49.38,  13.67,A2,333.31812605,-37.62418559, 5.67, 0.203,0.22,0.22,STAR A2,73.1528895391368
HIP 1877,  211.80,   84.86,  10.02,G8IV,308.44036659,-54.40540841, 7.59, 0.850,0.86,0.86,STAR G8IV,99.8003992015968
HIP 45856,  -14.29,    0.20,  14.65,G6III,281.05965993,-8.84964002, 4.79, 0.926,0.96,0.96,STAR G6III,68.259385665529
HIP 82725,  254.79,  173.56, 203.01,,327.31593019,-11.70161293,11.72,,,0.75,UNIDENTIFIED,4.92586572090045
HIP 82724,  294.47,  205.48, 109.57,Mp,327.31827608,-11.69884483,11.85, 1.729,2.16,2.16,STAR M0,9.12658574427307
HIP 38568,  -12.82,   47.45,  11.27,K0III/IV,275.08836672,-17.04506298, 7.80, 0.957,0.94,0.94,STAR K0IV,88.7311446317658
HIP 88851,  -13.45, -216.65,  10.80,F5V,331.74816753,-19.07495606, 8.03, 0.451,0.52,0.52,STAR F5V,92.5925925925926
HIP 92342,   36.02,   -4.69,  24.07,K0Vp...,333.32642833,-23.57673857, 8.91, 0.913,0.91,0.91,STAR K0V,41.5454923140839
HIP 46546,  -67.84,   17.97,  10.38,A2V,281.74398713,-8.11588347, 6.54, 0.109,0.12,0.09,STAR A2V,96.3391136801542
HIP 14720,  -52.86, -113.41,  12.14,G0V,279.68268836,-48.03094368, 8.32, 0.581,0.65,0.65,STAR G0V,82.3723228995058
HIP 44436,  -60.30,   61.57,  14.83,F2V,279.61789496,-10.33158459,11.23, 0.393,0.46,0.46,STAR F2V,67.4308833445718
HIP 44435,  -60.30,   61.57,  14.83,G0,279.61185109,-10.33216618, 7.39, 0.393,0.46,0.46,STAR G0,67.4308833445718
HIP 11912,  228.45,   -8.47,  11.44,G5,284.38343376,-50.94729399, 9.85, 0.735,0.78,0.78,STAR G5,87.4125874125874
HIP 90202, -130.95, -213.37,  12.27,,332.49925795,-20.79456024,10.36, 0.794,0.84,0.83,UNIDENTIFIED,81.4995925020375
HIP 29652,   35.44,   77.95,  12.72,F8V,271.59676296,-27.99901855, 8.32, 0.554,0.63,0.67,STAR F8V,78.6163522012579
HIP 15587,  272.18,   28.34,  18.17,G5,278.43269025,-47.12611217,10, 0.830,0.87,0.85,STAR G5,55.0357732526142
HIP 63809, -244.43,   99.66,  29.28,,304.47879604,0.57418888,11.44, 1.440,1.77,1.77,UNIDENTIFIED,34.1530054644809
HIP 4473, 1028.33,  127.79,  51.66,K7V,301.74445723,-54.86880866, 9.50, 1.299,1.51,1.51,STAR K7V,19.3573364305072
HIP 47792, -271.18,   92.46,  17.80,,282.9712141,-6.85212379,10.4, 1.074,1.04,0.74,UNIDENTIFIED,56.1797752808989
HIP 81369,  -44.65,  -27.34,  10.24,F8V,326.13562374,-10.02947726, 8.68, 0.559,0.63,0.63,STAR F8V,97.65625
HIP 94542,   -0.52,   31.60,  11.44,F7V,334.11001651,-26.43399239, 8.43, 0.508,0.58,0.6,STAR F7V,87.4125874125874
HIP 117114,    3.32,  123.27,  11.65,G,315.8634652,-53.19304613, 9.85, 0.538,0.61,0.61,STAR G0,85.8369098712446
HIP 89950,  -37.13, -139.11,  14.65,F5V,332.49643383,-20.40605688, 7.89, 0.453,0.52,0.52,STAR F5V,68.259385665529
HIP 19805,   -2.96,   97.94,  12.21,K0III,273.94277907,-41.72034741, 5.45, 1.106,1.07,1.07,STAR K0III,81.9000819000819
HIP 95517,   53.94, -146.38,  10.11,F5IV,334.34585398,-27.72269605, 7.60, 0.467,0.54,0.54,STAR F5IV,98.9119683481701
HIP 1910,   92.71,  -45.92,  21.59,M1,308.43006925,-54.65155325,11.33, 1.390,1.84,1.84,STAR M1,46.3177396943029
HIP 66814, -310.08, -106.87,  23.62,K0V,308.76188736,0.12752935, 9.14, 0.921,0.97,0.97,STAR K0V,42.3370025402202
HIP 106213,  153.56,  -80.34,  25.55,G0IV,331.78628621,-42.02351822, 7.14, 0.596,0.67,0.67,STAR G0IV,39.1389432485323
HIP 30760,    0.95,   24.79,  12.66,A0V,271.6558775,-26.4845407, 6.61, 0.088,0.1,0.08,STAR A0V,78.9889415481833
HIP 83339,  -25.98,  -67.83,  10.91,A8/A9III,328.05599501,-12.23045988, 7.61, 0.293,0.33,0.32,STAR A8III,91.6590284142988
HIP 108594,   86.83,   -9.31,  23.51,M2,329.7342599,-45.0800887,11.97, 1.420,1.84,1.84,STAR M2,42.5350914504466
HIP 23383,  105.46,  176.46,  15.86,G6V,271.81438334,-36.51355714, 9.34, 0.712,0.76,0.77,STAR G6V,63.0517023959647
HIP 27568,  -35.38,  -34.68,  11.56,F2V,271.18949168,-30.84659492, 7.84, 0.435,0.5,0.47,STAR F2V,86.5051903114187
HIP 21479,  -68.46,  -71.22,  16.02,M8e,272.67108519,-39.34227942, 5.59, 1.500,4.7,4.7,STAR M8e,62.4219725343321
HIP 107947,   43.57,  -91.84,  22.18,F6V,330.43167814,-44.32073101, 7.22, 0.510,0.58,0.58,STAR F6V,45.0856627592426
HIP 26266,   28.41,  -57.21,  11.31,G8/K0V,271.19906366,-32.56658669, 8.33, 0.827,0.85,0.85,STAR G8V,88.4173297966401
HIP 92451,   90.39,   59.71,  59.94,M3,333.70312349,-23.63999663,10.74, 1.480,2.02,2.02,STAR M3,16.6833500166834
HIP 24233,  104.01,   38.41,  10.91,F7V,271.50277651,-35.30379759, 8.53, 0.560,0.63,0.63,STAR F7V,91.6590284142988
HIP 51177,  -90.16,  -92.17,  12.92,F8V,286.8622996,-3.73508032, 7.57, 0.560,0.63,0.63,STAR F8V,77.3993808049536
HIP 16370,   39.01,   18.21,  21.25,F7V,277.10807652,-46.3264968, 6.79, 0.534,0.61,0.62,STAR F7V,47.0588235294118
HIP 51166,  -82.97,  -86.02,  13.48,G5,286.84502123,-3.73062004, 8.95, 0.770,0.81,0.81,STAR G5,74.1839762611276
HIP 89042,  -77.60,  234.68,  56.32,G0V,332.20934957,-19.16424874, 5.47, 0.592,0.65,0.65,STAR G0V,17.7556818181818
HIP 114948,  176.00,  -26.12,  48.60,F7V,320.62321964,-51.75951247, 5.64, 0.521,0.59,0.59,STAR F7V,20.5761316872428
HIP 75914, -168.17, -159.41,  11.48,,320.45329669,-4.66140452,10.57, 1.015,1.06,1.06,UNIDENTIFIED,87.1080139372822
HIP 111310,   40.82,  -20.14,  11.96,M4III,326.5770411,-48.29949331, 4.91, 1.612,2.5,2.5,STAR M4III,83.6120401337793
HIP 46225, -115.54,   55.95,  13.79,A4V+...,281.10866073,-8.15639866, 5.77, 0.137,0.15,0.15,STAR A4V,72.5163161711385
HIP 32607,  -68.39,  242.03,  32.96,A7IV,271.91934225,-24.09940666, 3.24, 0.225,0.28,0.28,STAR A7IV,30.3398058252427
HIP 10834,  157.79,  156.71,  14.53,F6/F7V,286.21100318,-52.23928436, 7.73, 0.501,0.57,0.52,STAR F6V,68.8231245698555
HIP 87312,  -53.45,   23.85,  17.44,F6V,331.27596638,-16.98594554, 6.77, 0.529,0.6,0.6,STAR F6V,57.3394495412844
HIP 2729,   87.33,  -53.14,  21.78,K5V,306.34299434,-55.10224489, 9.56, 1.050,1.1,1.1,STAR K5V,45.9136822773186
HIP 61087,  -34.92,  -12.40,  10.84,F6V,300.55299617,0.86957543, 8.00, 0.504,0.58,0.57,STAR F6V,92.2509225092251
HIP 37621,   10.94,    1.50,  11.48,F2IV/V,274.07966339,-17.96182002, 8.18, 0.436,0.5,0.5,STAR F2IV,87.1080139372822
HIP 108195,   43.53,  -90.56,  21.49,F1III,330.39231691,-44.71217112, 5.92, 0.393,0.46,0.46,STAR F1III,46.5332712889716
HIP 103854,   22.36,  -93.27,  11.11,G2Vw...,333.58286509,-39.00641437, 8.81, 0.613,0.68,0.68,STAR G2V,90.00900090009
HIP 41620,  -41.64,   14.26,  17.58,G2V,276.76902385,-13.21880198, 8.50, 0.636,0.7,0.67,STAR G2V,56.8828213879409
HIP 108944,   60.89,  -27.46,  11.89,K0III,329.6311362,-45.64254549, 7.95, 0.950,0.94,0.94,STAR K0III,84.1042893187553
HIP 5321,  120.99,  -12.65,  10.30,A5III,299.50403591,-55.14587394, 7.48, 0.246,0.28,0.28,STAR A5III,97.0873786407767
HIP 61443, -270.92,  -73.27,  21.58,G4IV,301.05207366,0.97215075, 6.22, 0.731,0.78,0.78,STAR G4IV,46.339202965709
HIP 44971, -122.76,  -28.18,  16.80,G8IV/V,279.72363495,-9.42054963, 9.60, 0.820,0.84,0.8,STAR G8IV,59.5238095238095
HIP 56754,  -62.04,   -3.49,  10.98,B9IV,294.3933667,-0.17628162, 5.15,-0.04,-0.02,-0.02,STAR B9IV,91.0746812386157
HIP 97508,   40.78,  -97.71,  17.21,F7/F8V,334.97553434,-30.43780099, 7.28, 0.512,0.6,0.6,STAR F7V,58.1057524694945
HIP 94782,    0.97,  -61.31,  12.17,F0/F2V,334.61924067,-26.67816347, 7.34, 0.354,0.42,0.41,STAR F2V,82.1692686935086
HIP 69578,  -14.12,  -16.11,  64.68,,312.57869847,-0.49355682,12.1,,,0.77,UNIDENTIFIED,15.460729746444
HIP 77305, -215.76, -207.53,  15.79,G6/G8IV,322.16123739,-5.65337123, 8.71, 0.725,0.77,0.78,STAR G6IV,63.3312222925902
HIP 86288,   31.24,   -4.46,  16.60,G6/G8V,330.69969511,-15.60782358, 9.52, 0.725,0.78,0.79,STAR G6V,60.2409638554217
HIP 5268,   73.79,  -11.24,  11.68,G5III,299.64041472,-55.25143992, 5.36, 0.884,0.8,0.8,STAR G5III,85.6164383561644
HIP 60845,   75.28, -158.89,  20.59,G3V,300.19620424,0.98335428, 6.82, 0.670,0.73,0.73,STAR G3V,48.5672656629432
HIP 44745,  -33.39,   55.87,  23.67,G8V,279.4675911,-9.60081381, 8.67, 0.813,0.85,0.84,STAR G8V,42.247570764681
HIP 71858,  -44.86,  -35.85,  10.39,F7V,315.60735743,-1.6418288, 9.59, 0.558,0.63,0.64,STAR F7V,96.2463907603465
HIP 85598,  -13.98,   -8.98,  12.49,Fm...,330.20607991,-14.73467944, 6.74, 0.374,0.44,0.44,STAR F0,80.0640512409928
HIP 86113,    1.71,  134.92,  12.87,G3V,330.59801232,-15.39221268, 8.61, 0.676,0.74,0.79,STAR G3V,77.7000777000777
HIP 28869,  -52.32,   11.75,  20.51,G0V,270.88727627,-29.02422959, 7.84, 0.595,0.67,0.64,STAR G0V,48.7567040468064
HIP 83089,   36.27,  -76.97,  12.84,F2/F3V,328.15504245,-11.68959431, 7.26, 0.435,0.5,0.5,STAR F2V,77.8816199376947
HIP 61444,  -13.41,  -18.90,  11.96,F2/F3III:,301.04600311,1.07260677, 6.60, 0.475,0.55,0.55,STAR F2III,83.6120401337793
HIP 45733, -178.68,   93.66,  15.41,F7/F8V,280.44759773,-8.51476446, 8.69, 0.577,0.65,0.66,STAR F7V,64.8929266709929
HIP 89650,   88.67, -144.82,  13.58,G3V,332.83185487,-19.85892797, 8.93, 0.667,0.73,0.67,STAR G3V,73.6377025036819
HIP 88169,  -41.26, -326.52,  28.22,,332.01513499,-17.96058292,10.08, 1.090,1.16,1.16,UNIDENTIFIED,35.4358610914245
HIP 36622,   57.90,   16.18,  20.26,G6V,273.32300622,-19.11039515, 8.78, 0.722,0.77,0.74,STAR G6V,49.3583415597236
HIP 66438,  149.75, -116.81,  28.18,F6V,308.33000896,0.69958047, 5.63, 0.493,0.57,0.57,STAR F6V,35.486160397445
HIP 93745,   89.21,   93.50,  18.37,F6V,334.4991747,-25.28015492, 8.29, 0.534,0.61,0.57,STAR F6V,54.4365813826892
HIP 80250, -178.50, -315.21,  23.43,G8/K0V,325.41272394,-8.44031411, 8.30, 0.763,0.81,0.8,STAR G8V,42.6803243704652
HIP 116305,  -18.98,  -61.37,  10.82,F8V,318.15584078,-53.12252111, 8.50, 0.574,0.65,0.65,STAR F8V,92.4214417744917
HIP 55691, -510.94,   77.96,  77.58,K7V+...,292.82357146,-0.49048725, 7.22, 1.271,1.44,1.44,STAR K7V,12.8899200824955
HIP 109266,  175.54, -112.23,  14.03,F5/F6V,329.55605013,-46.15842384, 8.27, 0.544,0.62,0.62,STAR F5V,71.2758374910905
HIP 96381,   29.02,  -25.90,  12.15,F6/F7V,335.09697649,-28.84947997, 7.62, 0.500,0.57,0.57,STAR F6V,82.3045267489712
HIP 20627,   48.60,  101.09,  10.83,G1V,272.65575005,-40.77827543, 8.25, 0.605,0.67,0.71,STAR G1V,92.3361034164358
HIP 21889,   14.20,  243.65,  17.14,K0/K1V,271.87510918,-38.83458165, 8.86, 0.812,0.85,0.84,STAR K1V,58.343057176196
HIP 13359,  146.09,  132.24,  23.36,K1V(p),281.10885892,-50.09760352, 8.86, 0.851,0.89,0.87,STAR K1V,42.8082191780822
HIP 34877,   48.32,  -41.90,  15.06,G5V,272.42425841,-21.19052986, 8.91, 0.754,0.8,0.72,STAR G5V,66.4010624169987
HIP 31034,  -30.81,  -26.01,  10.35,G0V,271.11909467,-26.05866367, 8.86, 0.573,0.65,0.63,STAR G0V,96.6183574879227
HIP 19467,   11.35,  -78.90,  24.52,F7/F8V,273.49329399,-42.45876773, 7.16, 0.551,0.62,0.59,STAR F7V,40.7830342577488
HIP 54348,  -95.15,  -59.11,  25.90,K2/K3V:,290.85819201,-1.19306418, 9.77, 1.007,1.05,0.96,STAR K2V,38.6100386100386
HIP 118228,   83.05,  -21.32,  12.83,F8/G0IV/V,313.65320953,-54.43356466, 8.06, 0.581,0.65,0.65,STAR F8IV,77.9423226812159
HIP 6024,   58.27, -127.67,  13.15,G1/G2V,297.51373173,-55.27533973, 8.71, 0.614,0.68,0.63,STAR G1V,76.0456273764259
HIP 4877, -181.34, -143.32,  18.15,,300.56576746,-55.50497877, 9.93, 0.859,0.9,0.87,UNIDENTIFIED,55.0964187327824
HIP 9236,  262.54,   26.88,  45.74,F0V,289.44677637,-53.76025797, 2.86, 0.290,0.34,0.34,STAR F0V,21.8627022299956
HIP 83363,  -46.08, -188.20,  39.32,K3V,328.55537518,-11.92880745, 8.74, 1.035,1.08,1.08,STAR K3V,25.4323499491353
HIP 68994,  -69.87,  -30.11,  15.05,F3/F5V,311.85674755,-0.01531878, 7.76, 0.441,0.51,0.51,STAR F3V,66.4451827242525
HIP 81395,    0.32,  -26.98,  12.17,F0/F2IV:,326.68559519,-9.60767953, 9.19, 0.499,0.57,0.47,STAR F2IV,82.1692686935086
HIP 109203,   92.15,  -29.59,  16.74,G8/K0III/IV,329.75550211,-46.1218266, 9.49, 0.838,0.88,1.03,STAR G8IV,59.7371565113501
HIP 60288, -249.18,  -51.83,  14.65,F8V,299.40136961,1.1294241, 7.91, 0.570,0.64,0.64,STAR F8V,68.259385665529
HIP 118136,  161.24,   46.65,  17.26,K2V,313.88833448,-54.43545878, 9.85, 0.895,0.9,0.9,STAR K2V,57.9374275782155
HIP 31711,  -50.08,   72.69,  46.15,G1/G2V,271.20624545,-25.19494157, 6.15, 0.624,0.69,0.69,STAR G1V,21.6684723726977
HIP 101773,   59.15,  -71.70,  16.73,Fm delta Del,334.82913173,-36.18471748, 4.86, 0.447,0.52,0.52,STAR F0,59.7728631201435
HIP 69201, -460.09, -644.77,  20.95,G9V,312.16107774,-0.06520849, 9.68, 0.776,0.88,0.88,STAR G9V,47.7326968973747
HIP 65034, -245.84,  -65.76,  12.65,G0V,306.31317342,1.17181828, 9.01, 0.536,0.61,0.61,STAR G0V,79.0513833992095
HIP 1993,   84.59,  -63.40,  26.69,M1,308.41995948,-55.33497943,11.26, 1.350,1.57,2.61,STAR M1,37.4672161858374
HIP 29314,   13.99,   34.26,  13.39,F0III/IV,270.66073872,-28.39088778, 7.45, 0.385,0.45,0.45,STAR F0IV,74.6825989544436
HIP 61067,   51.42,   -9.19,  13.27,G0V,300.48990789,1.28153949, 8.78, 0.601,0.67,0.65,STAR G0V,75.3579502637528
HIP 15644,  -35.66,  -49.51,  18.45,F5/F6V,277.44026796,-47.54074902, 7.86, 0.533,0.61,0.61,STAR F5V,54.2005420054201
HIP 114555,  -65.50,   -3.94,  10.22,F3/F5V,321.83899416,-51.84636711, 8.32, 0.445,0.51,0.51,STAR F3V,97.8473581213307
HIP 68413,  -64.45,  -35.22,  15.34,F1III-IV,311.05464939,0.30018473, 6.49, 0.333,0.39,0.39,STAR F1III,65.1890482398957
HIP 31878,  -29.74,   75.85,  45.56,M1V,271.19291527,-24.97046455, 9.71, 1.257,1.53,1.53,STAR M1V,21.9490781387182
HIP 22249,   47.98,  -24.45,  13.28,F3V,271.50575179,-38.29019461, 7.23, 0.448,0.52,0.52,STAR F3V,75.3012048192771
HIP 78674,    6.38,  -34.75,  11.29,F5V,323.89092552,-6.69143281, 7.54, 0.480,0.55,0.55,STAR F5V,88.5739592559787
HIP 107742,  -12.00,    4.42,  12.07,F5V,331.36050684,-44.32610416, 8.60, 0.480,0.55,0.53,STAR F5V,82.8500414250207
