name,pm_ra,pm_dec,parallax,spect_type,lii,bii,vmag,bv_color,vi_color,vi_color_reduct,_class,dist
HIP 34848,  -31.46,  -61.64,  13.53,F5...,218.19180829,3.27105121, 7.70, 0.481,0.55,0.55,STAR F5,73.909830007391
HIP 117112,    5.87,  -18.24,  12.13,F8,86.32126949,-61.19830663, 7.26, 0.561,0.63,0.63,STAR F8,82.4402308326463
HIP 110106,  216.95,   10.46,  22.72,,59.39124315,-46.26590471,11.2, 1.399,1.67,1.67,UNIDENTIFIED,44.0140845070423
HIP 71270,  -60.61,  -74.35,  13.09,F8,346.32934681,50.80233825, 8.71, 0.523,0.6,0.54,STAR F8,76.3941940412529
HIP 46522,   11.92,    8.30,  10.93,A0,236.64332459,32.66114899, 6.95, 0.290,0.33,0.29,STAR A0,91.4913083257091
HIP 73518,   11.85,  -89.76,  10.25,K1:IV-V:,354.05679499,46.38417773, 6.68, 1.196,1.16,1.16,STAR K1IV,97.5609756097561
HIP 46953,   77.82,  -60.33,  10.87,F8,237.49170734,33.6677525, 8.27, 0.480,0.55,0.55,STAR F8,91.9963201471941
HIP 88342,  -39.55,   25.19,  14.14,G0,24.44822083,9.39796875, 6.75, 0.556,0.63,0.63,STAR G0,70.7213578500707
HIP 113355,   45.25, -122.96,  22.41,F8,69.31795754,-53.71187616, 7.73, 0.549,0.62,0.62,STAR F8,44.6229361892013
HIP 12158,  322.92,   56.74,  41.09,K0,173.87794583,-55.25169068, 8.10, 0.944,0.99,0.99,STAR K0,24.3368216110976
HIP 36976, -278.56,  112.57,  28.17,G5,220.89048814,8.43736077, 7.16, 0.564,0.64,0.64,STAR G5,35.498757543486
HIP 72614, -264.53, -107.44,  15.90,,351.16168438,48.22132674,10.64, 0.883,0.93,0.89,UNIDENTIFIED,62.8930817610063
HIP 73358,  -21.86,  -29.97,  11.95,F8,353.53232523,46.76123156, 8.31, 0.571,0.64,0.64,STAR F8,83.6820083682008
HIP 59150,   31.10,  -25.42,  12.46,F8,282.07074379,57.9636581, 8.56, 0.493,0.57,0.52,STAR F8,80.2568218298555
HIP 105534,  -43.14,  -14.87,  10.19,F2,49.18501361,-34.67887247, 6.67, 0.384,0.44,0.44,STAR F2,98.135426889107
HIP 99332, -195.79,  -38.89,  31.32,K4,39.23164947,-18.81022094, 9.56, 1.184,1.31,1.31,STAR K4,31.9284802043423
HIP 18369,  -22.13,   -4.50,  10.09,F8,192.5230329,-39.91341105,10.1, 0.575,0.65,0.65,STAR F8,99.1080277502478
HIP 97871,   21.64,   13.62,  11.79,A5pvar,37.27461947,-15.17639437, 5.63, 0.231,0.26,0.2,STAR A5,84.8176420695505
HIP 64721,  -21.15, -128.90,  16.05,G5,314.94667935,59.1858829, 8.74, 1.000,0.86,0.84,STAR G5,62.3052959501558
HIP 36985,   36.32, -253.45,  69.85,,220.86390786,8.47710105, 9.87, 1.455,1.83,1.83,UNIDENTIFIED,14.3163922691482
HIP 11218,   55.52, -110.40,  18.58,F5,169.7139284,-57.27544154, 7.20, 0.515,0.59,0.59,STAR F5,53.8213132400431
HIP 77660,  -92.51,  -27.56,  20.47,A3Vn,5.24609872,37.17876569, 5.09, 0.135,0.15,0.12,STAR A3V,48.8519785051295
HIP 59532, -607.65,  419.57,  29.50,G4V,284.15097481,58.35878324, 7.43, 0.701,0.72,0.72,STAR G4V,33.8983050847458
HIP 3115,   98.46,  -47.00,  13.27,F5,115.73257354,-65.78971956, 7.88, 0.518,0.59,0.59,STAR F5,75.3579502637528
HIP 24819,  702.14,  136.27,  59.29,K3V,204.84122747,-21.87194733, 7.77, 1.051,1.21,1.21,STAR K3V,16.8662506324844
HIP 78268, -241.92,   45.61,  16.01,G0,6.69940219,35.67772405, 8.23, 0.627,0.69,0.67,STAR G0,62.4609618988132
HIP 64965, -638.04, -132.49,  27.87,K5,316.3900788,59.07957536,10.84, 1.009,1.15,1.15,STAR K5,35.880875493362
HIP 20984,  205.79, -133.28,  12.08,G0,198.08555776,-32.58545983, 8.98, 0.645,0.71,0.71,STAR G0,82.7814569536424
HIP 69152,   15.03,   17.90,  10.70,G5,337.86633,54.43622816, 9.25, 0.790,0.82,0.8,STAR G5,93.4579439252336
HIP 3311,  140.08, -142.23,  19.59,G5,117.26928175,-65.82573779, 8.39, 0.677,0.74,0.74,STAR G5,51.0464522715671
HIP 85963,  -43.83,  -30.28,  13.40,F8,21.05875566,15.65151058, 7.40, 0.447,0.52,0.48,STAR F8,74.6268656716418
HIP 1539,  -25.66, -217.75,  31.24,,103.79780459,-64.72070402,10.93, 1.375,1.62,1.62,UNIDENTIFIED,32.0102432778489
HIP 95031,  -53.59,   -6.39,  21.69,K3V,33.48109922,-7.77562111, 9.90, 0.880,0.92,0.89,STAR K3V,46.1041954817888
HIP 34110,  -49.87,  -22.06,  19.87,G5,217.11968411,1.4768127, 8.17, 0.697,0.75,0.75,STAR G5,50.3271263210871
HIP 73608,  -48.99,  -24.75,  10.68,A5m,354.4915266,46.27803565, 6.60, 0.201,0.23,0.23,STAR A5,93.6329588014981
HIP 88574,  570.14, -332.59, 128.28,M2V,24.87664658,8.87534028, 9.37, 1.508,2.06,2.06,STAR M2V,7.79544745868413
HIP 77816,  -84.95,  -18.06,  18.94,F5,5.71186333,36.79814027, 7.40, 0.471,0.54,0.54,STAR F5,52.7983104540655
HIP 116159,   20.42,  -15.98,  12.32,F8,81.32556424,-59.33560484, 8.80, 0.481,0.55,0.58,STAR F8,81.1688311688312
HIP 59828, -101.45, -114.71,  11.17,G5,285.78238207,58.67423867, 8.82, 0.633,0.7,0.7,STAR G5,89.5255147717099
HIP 61464,  -75.32,   12.55,  13.16,F5,295.15472804,59.61797295, 8.50, 0.462,0.53,0.51,STAR F5,75.9878419452888
HIP 23930,   27.62,   11.50,  10.43,F8V,203.41114282,-24.18287625, 7.24, 0.560,0.63,0.64,STAR F8V,95.8772770853308
HIP 12094,  209.80,    9.35,  11.10,G0,173.44131641,-55.28394923, 8.67, 0.687,0.74,0.74,STAR G0,90.0900900900901
HIP 67894,  -67.14,  -86.52,  10.50,F5,332.09737438,56.26296474, 8.36, 0.448,0.52,0.53,STAR F5,95.2380952380952
HIP 62160,   62.39, -167.41,  21.52,K5,299.42134564,59.82213589,10.62, 1.278,1.24,2.57,STAR K5,46.4684014869888
HIP 80315,  -56.79,  -64.98,  22.95,K2V,11.11987596,30.66386819, 9.25, 0.905,0.95,0.91,STAR K2V,43.5729847494553
HIP 22189,   20.19,  -55.09,  11.76,A2V,200.35727451,-28.99331868, 6.33, 0.041,0.06,0.06,STAR A2V,85.0340136054422
HIP 47312, -191.14,   39.94,  18.11,G5,238.0182835,34.65711976, 8.16, 0.623,0.69,0.69,STAR G5,55.2181115405853
HIP 60174,   13.47, -238.24,  17.19,,287.72400498,59.02781868,11.83, 1.275,1.45,1.45,UNIDENTIFIED,58.173356602676
HIP 8339,  133.87,  -58.63,  11.04,F5,154.3352937,-62.31167689, 7.84, 0.408,0.47,0.46,STAR F5,90.5797101449275
HIP 1684,   88.13,    4.60,  12.42,K0,104.93779922,-64.71513334, 6.92, 1.036,1.01,1.01,STAR K0,80.5152979066023
HIP 22137,   24.43,    5.41,  11.00,A5,200.23131323,-29.09464569, 7.25, 0.291,0.33,0.33,STAR A5,90.9090909090909
HIP 89962, -547.57, -700.72,  52.81,K0III-IV,26.89751109,5.36170717, 3.23, 0.941,0.96,0.96,STAR K0III,18.9358076121947
HIP 26820,   50.55,   23.66,  11.95,A9IV-V,207.44497799,-16.82558792, 6.41, 0.320,0.37,0.37,STAR A9IV,83.6820083682008
HIP 53443,  -22.30,  -68.95,  14.56,G0,255.55758501,49.06158138, 8.49, 0.673,0.73,0.77,STAR G0,68.6813186813187
HIP 101101,   71.88,  -22.39,  17.08,K2III,41.96597591,-23.09794351, 4.91, 1.160,1.12,1.12,STAR K2III,58.5480093676815
HIP 48365, -188.42, -160.54,  20.36,K0,240.40648713,37.3079218, 9.46, 0.841,0.88,0.86,STAR K0,49.1159135559921
HIP 86232,   31.51,   78.47,  13.40,G5,21.62768096,15.04168269, 7.43, 0.606,0.68,0.66,STAR G5,74.6268656716418
HIP 83770,  117.38,  -86.83,  29.68,G5,17.6892433,21.56422988, 7.83, 0.735,0.78,0.78,STAR G5,33.6927223719677
HIP 97676,  164.98,  -91.18,  18.18,G5,37.2369028,-14.55240243, 8.43, 0.692,0.75,0.78,STAR G5,55.005500550055
HIP 113101,  -67.56, -145.72,  12.14,G0,68.76692341,-52.93806673, 8.74, 0.575,0.65,0.59,STAR G0,82.3723228995058
HIP 81681,  -26.27, -444.13,  33.84,G0,13.94728729,27.12016484, 7.21, 0.631,0.7,0.7,STAR G0,29.5508274231678
HIP 6605,   10.79,  -28.02,  12.17,G8III,142.55977664,-64.44095009, 6.17, 0.959,0.9,0.9,STAR G8III,82.1692686935086
HIP 17253,  -40.44,  -24.50,  17.40,G0,189.6123577,-42.63657571, 8.07, 0.657,0.72,0.72,STAR G0,57.4712643678161
HIP 71778,  -58.96,   83.75,  11.95,G8III,348.61896282,50.05218822, 7.87, 0.961,0.95,0.96,STAR G8III,83.6820083682008
HIP 15442,  251.54, -101.82,  40.52,G0,184.84088504,-47.17813168, 7.05, 0.655,0.71,0.71,STAR G0,24.6791707798618
HIP 62141,  -70.73,   -8.72,  12.55,A2,299.31147586,59.97822794, 6.76, 0.185,0.2,0.19,STAR A2,79.6812749003984
HIP 23929,  -28.62,  -12.38,  13.42,F2,203.23014267,-24.0990096, 7.07, 0.409,0.48,0.49,STAR F2,74.5156482861401
HIP 30920,  694.73, -618.62, 242.89,M4.5Ve,212.92671129,-6.18757541,11.12, 1.690,3.04,3.04,STAR M4Ve,4.11709004075919
HIP 84696, -113.21,  -86.11,  27.38,F8,19.30244702,19.09273803, 6.66, 0.534,0.61,0.61,STAR F8,36.5230094959825
HIP 8720,  -65.71, -235.21,  10.10,,156.38254663,-61.66629399,10.91, 0.762,0.81,0.8,UNIDENTIFIED,99.009900990099
HIP 110753,  -31.12,  -82.02,  19.57,F5,61.63408104,-47.61311513, 6.94, 0.461,0.53,0.53,STAR F5,51.0986203372509
HIP 13874,  -28.70,  -62.96,  10.20,A2IV,179.79076018,-51.03312978, 5.22, 0.014,0.03,0.03,STAR A2IV,98.0392156862745
HIP 56989,   33.96,    5.94,  11.72,F8,270.56847519,55.59874563, 8.78, 0.000,0.63,0.63,STAR F8,85.3242320819113
HIP 58237,  -65.06,  -42.53,  22.18,K3V,276.98156926,57.30828547, 9.50, 0.945,0.99,0.99,STAR K3V,45.0856627592426
HIP 90601,  -16.81,   -2.20,  29.24,,27.92241437,3.66150072,11.28, 0.616,0.68,0.81,UNIDENTIFIED,34.1997264021888
HIP 46509,  100.93,   -3.15,  58.48,F6V,236.23055162,32.85691393, 4.59, 0.411,0.52,0.52,STAR F6V,17.0998632010944
HIP 75311,   -1.41,    2.35,  17.10,G0,359.71211504,42.77145037,10.67, 0.754,0.8,0.8,STAR G0,58.4795321637427
HIP 159,   39.33,   -3.17,  16.92,A3,94.94494964,-62.92232893, 6.93, 0.292,0.33,0.3,STAR A3,59.1016548463357
HIP 103150, -615.19, -371.55,  29.58,K4:,45.34106905,-28.35302283,11.1, 1.275,1.45,1.45,STAR K4,33.8066260987153
HIP 117375,   96.45,    5.50,  11.19,G8III,88.2756506,-61.28539384, 5.49, 0.941,0.96,0.96,STAR G8III,89.3655049151028
HIP 108459,  -31.10,  -24.78,  13.01,F8,55.79969912,-41.99466493, 8.21, 0.512,0.58,0.55,STAR F8,76.8639508070715
HIP 51362,  -48.78,  -12.76,  10.87,B9.5V,248.41502054,44.58988281, 5.19,-0.05,-0.03,-0.03,STAR B9V,91.9963201471941
HIP 105899,  179.81,  -46.16,  14.03,G0,50.29778464,-35.41343265, 8.92, 0.580,0.65,0.65,STAR G0,71.2758374910905
HIP 76228,  -93.23, -144.53,  15.02,K0,2.18631041,40.70663221, 8.74, 0.745,0.79,0.79,STAR K0,66.577896138482
HIP 11435,   47.52,  -10.15,  13.85,F5,170.32746872,-56.48277676, 8.64, 0.446,0.52,0.48,STAR F5,72.202166064982
HIP 112494,  110.55,  -29.15,  15.43,F5,66.97249858,-51.54703927, 7.68, 0.410,0.48,0.52,STAR F5,64.8088139987038
HIP 63467, -804.99,    9.24,  38.71,K7V,307.36905925,60.09065019, 9.78, 1.185,1.39,1.39,STAR K7V,25.8331180573495
HIP 91587,   27.74,  -17.00,  13.82,K3V,29.307917,1.15667208, 9.94, 0.885,0.93,0.89,STAR K3V,72.3589001447178
HIP 49969,  521.57, -601.35,  81.23,M0,244.38163699,41.39583595,10.64, 1.566,2.32,2.32,STAR M0,12.3107226394189
HIP 63661, -314.46,   35.53,  22.31,,308.65569162,60.07071081,11.53,,,1.33,UNIDENTIFIED,44.8229493500672
HIP 68469, -824.78,  599.52,  98.26,K5,335.05741287,55.81120409, 9.71, 1.461,2.04,2.04,STAR K5,10.1770812131081
HIP 82405,    2.37,  -44.91,  16.71,F1III-IV,15.50635825,25.27609303, 6.32, 0.401,0.47,0.47,STAR F1III,59.8444045481747
HIP 94256, -133.56,  -89.34,  15.70,G5,32.82797929,-5.59058105, 7.95, 0.744,0.79,0.76,STAR G5,63.6942675159236
HIP 8661,   71.80,  -24.53,  14.86,F2,155.95004855,-61.59031221, 7.18, 0.359,0.42,0.46,STAR F2,67.2947510094213
HIP 118073,   32.21,  -40.63,  12.85,G5,92.65826977,-62.24697252, 9.07, 0.609,0.68,0.73,STAR G5,77.8210116731518
HIP 42951,    3.77,  -13.23,  11.50,F2+...,229.28031759,23.77975599, 6.41, 0.521,0.59,0.59,STAR F2,86.9565217391304
HIP 44696,   30.83,   42.56,  12.80,G0,232.39822479,28.2583626, 7.34, 0.646,0.71,0.71,STAR G0,78.125
HIP 101224, -106.77,  -49.11,  10.27,F8,42.43422606,-23.2786849, 8.67, 0.515,0.59,0.6,STAR F8,97.3709834469328
HIP 27114,    5.14, -371.00,  22.07,,207.56319059,-15.94596558,10.76, 1.085,1.15,1.15,UNIDENTIFIED,45.3103760761214
HIP 12347,   32.04, -181.12,  19.17,G5,173.90842826,-54.44599176, 9.17, 0.805,0.85,0.83,STAR G5,52.1648408972353
HIP 116936, -192.64, -259.06,  42.42,M0,85.9542548,-60.37678045,10.3, 1.343,1.63,1.63,STAR M0,23.5737859500236
HIP 103926,  -16.94,   -7.47,  12.64,F0,46.88004696,-30.30201547, 7.77, 0.398,0.46,0.46,STAR F0,79.1139240506329
HIP 78902,   -5.24,  -60.36,  11.83,G5,8.55802717,34.46740424,10.41, 0.665,0.73,0.79,STAR G5,84.530853761623
HIP 63496,   20.18,  -23.38,  13.26,G5,307.56718573,60.22598982, 8.32, 0.726,0.78,0.74,STAR G5,75.4147812971342
HIP 16971,   28.46,   44.68,  15.03,F8,188.61885567,-43.16183616, 8.50, 0.559,0.63,0.61,STAR F8,66.5335994677312
HIP 64498, -115.57,  -32.58,  16.02,,313.81873843,59.85467875, 7.56, 0.539,0.61,0.61,UNIDENTIFIED,62.4219725343321
HIP 112043,   89.74,  -65.38,  11.01,G5,65.6823879,-50.40806843, 8.83, 1.000,0.72,0.72,STAR G5,90.8265213442325
HIP 114313,  235.50,   29.13,  16.81,G0,73.63499088,-55.3018526, 9.26, 0.661,0.72,0.72,STAR G0,59.4883997620464
HIP 85757, -273.40, -106.93,  13.31,G0,21.18291835,16.49562859, 8.15, 0.663,0.72,0.72,STAR G0,75.1314800901578
HIP 71195,    3.10,    9.12,  12.95,K5V,346.67093022,51.44691381,10.96, 1.101,1.06,1.06,STAR K5V,77.2200772200772
HIP 7736,   95.58,   18.25,  11.71,F8...,150.10042924,-62.81792375, 8.37, 0.607,0.68,0.68,STAR F8,85.397096498719
HIP 41564,  -10.34,  -10.59,  11.73,A5m,226.88373386,20.20172498, 6.42, 0.332,0.39,0.39,STAR A5,85.2514919011083
HIP 19644,   37.45,   90.92,  10.26,K0,194.76806231,-36.02961611, 7.43, 0.938,0.93,0.9,STAR K0,97.4658869395712
HIP 16933,  114.73,   21.50,  23.01,K2V,188.49011242,-43.21208746, 9.63, 0.965,1.01,1.01,STAR K2V,43.4593654932638
HIP 106439,  175.47,  -95.37,  22.92,K7,51.63305545,-36.7006226,10.67, 1.610,2.63,2.63,STAR K7,43.630017452007
HIP 84374,  -53.78,   14.37,  18.86,G5,19.07021709,20.08377572, 8.41, 0.687,0.74,0.71,STAR G5,53.0222693531283
HIP 5951, -100.62,  -63.95,  12.74,G5III-IVe,137.74639516,-64.64560256, 5.42, 0.888,0.89,0.89,STAR G5III,78.4929356357928
HIP 29133,    7.87, -165.28,  15.51,G5,210.27217654,-10.64187655, 8.71, 0.647,0.71,0.73,STAR G5,64.474532559639
HIP 102272, -145.03, -196.65,  14.07,G0,44.14371218,-25.91086097, 9.23, 0.641,0.71,0.71,STAR G0,71.0732054015636
HIP 51027,   77.63, -198.97,  13.31,G5,247.20949043,44.02639015, 8.47, 0.645,0.71,0.71,STAR G5,75.1314800901578
HIP 24162,   81.46,    1.44,  26.04,F5V,203.27326969,-23.32867238, 5.89, 0.462,0.53,0.53,STAR F5V,38.4024577572965
HIP 80398,  -31.45,  -14.15,  16.30,F2,11.7232753,30.76521045, 7.21, 0.430,0.5,0.5,STAR F2,61.3496932515337
HIP 108827,  -67.31, -115.46,  11.55,G0,56.97956394,-42.7539689, 8.51, 0.545,0.62,0.6,STAR G0,86.5800865800866
HIP 115294,   83.61, -155.28,  10.27,,77.77893839,-57.19650922, 9.95, 0.744,0.79,0.71,UNIDENTIFIED,97.3709834469328
HIP 21547,   43.32,  -64.23,  33.60,F0V,198.61235346,-30.65767891, 5.22, 0.283,0.33,0.33,STAR F0V,29.7619047619048
HIP 53094,   21.63,  -28.44,  15.72,F8,253.91915736,48.67301448, 8.55, 0.546,0.62,0.62,STAR F8,63.6132315521629
HIP 72663,   -8.17, -130.14,  21.93,G5V,352.03266745,48.63405788, 8.47, 0.666,0.73,0.76,STAR G5V,45.5996352029184
HIP 25335,   -5.08, -105.16,  13.21,F5,205.00287615,-20.27534945, 8.05, 0.450,0.52,0.47,STAR F5,75.7002271006813
HIP 96392,  -74.17,  -57.45,  15.38,F5,35.82765742,-10.99676921, 6.99, 0.503,0.58,0.58,STAR F5,65.0195058517555
HIP 81461, -177.76, -285.10,  14.37,G0,13.90940796,27.94228169, 8.50, 0.613,0.68,0.68,STAR G0,69.589422407794
HIP 71785,    3.56, -144.68,  16.94,G0V,349.05644822,50.36777419, 8.38, 0.564,0.64,0.64,STAR G0V,59.0318772136954
HIP 110955,   63.64,  -29.66,  10.74,F8,62.65689779,-47.87781474, 8.96, 0.470,0.54,0.54,STAR F8,93.1098696461825
HIP 13758,  278.74,    2.38,  15.99,,178.93457111,-51.08637333,10.45, 1.009,1.05,1.05,UNIDENTIFIED,62.5390869293308
HIP 75101, -262.44, -170.16,  27.08,K0V,359.52325074,43.45526925, 6.34, 1.062,1.02,1.02,STAR K0V,36.9276218611521
HIP 2698,  -22.80, -121.30,  12.82,F8,112.76092231,-64.92990641, 8.55, 0.570,0.64,0.64,STAR F8,78.003120124805
HIP 113421,   -6.05,  -16.03,  50.71,G8IV,70.47418852,-53.32402573, 6.17, 0.744,0.79,0.79,STAR G8IV,19.7199763360284
HIP 11630,  132.96, -129.24,  10.10,F8,170.82066515,-55.8082957, 8.19, 0.493,0.57,0.57,STAR F8,99.009900990099
HIP 10305,  374.41,  -73.08,  21.71,F8V,164.61196466,-58.51985986, 5.65, 0.546,0.63,0.63,STAR F8V,46.0617227084293
HIP 13323,  109.32,  -79.24,  19.24,K6,177.35943806,-52.09357951,11.1, 1.582,2.56,2.56,STAR K6,51.975051975052
HIP 85042,   49.94, -107.54,  51.39,G5IV,20.21603543,18.43361893, 6.28, 0.680,0.74,0.74,STAR G5IV,19.4590387234871
HIP 79670,  -70.18,  -29.35,  16.86,K5V,10.32491376,32.69464922,10.43, 1.000,1.05,0.98,STAR K5V,59.3119810201661
HIP 99184,  231.26,   11.43,  17.59,,39.73994657,-18.12344695, 9.29, 0.751,0.8,0.79,UNIDENTIFIED,56.8504832291074
HIP 9563,   60.52,  -31.92,  10.46,A3,160.61212394,-59.91640729, 6.91, 0.197,0.22,0.16,STAR A3,95.6022944550669
HIP 19235,   46.95,   14.37,  11.87,F5,193.75180613,-37.04281802, 8.54, 0.535,0.61,0.6,STAR F5,84.24599831508
HIP 5031, -207.18, -136.37,  25.48,G5,130.65020417,-65.04293494, 9.15, 0.801,0.84,0.83,STAR G5,39.2464678178964
HIP 44379,  -25.42,  -21.57,  17.96,F5,231.55137601,27.52360101, 7.46, 0.442,0.51,0.49,STAR F5,55.6792873051225
HIP 65714,  151.08, -486.61,  70.62,M4+...,321.16683163,59.19956162,11.23, 1.539,2.54,2.54,STAR M4,14.1602945341263
HIP 12631,  172.32,   21.48,  26.81,K0,174.64981847,-53.6975381, 9.00, 0.967,1.01,1.01,STAR K0,37.2995151063036
HIP 84741,  -30.52,   -0.74,  11.48,K3V,19.79070885,19.21422529,10.21, 0.975,1.02,0.96,STAR K3V,87.1080139372822
HIP 32024,   66.40, -136.86,  13.91,F8,213.87981767,-3.30646047, 7.69, 0.576,0.65,0.65,STAR F8,71.8907260963336
HIP 12202,   50.09,   17.21,  11.24,F2,173.03351165,-54.57904478, 7.53, 0.352,0.41,0.46,STAR F2,88.9679715302491
HIP 17183,  374.09, -220.87,  22.28,G5,188.86408033,-42.52279967, 6.96, 0.954,1,1,STAR G5,44.8833034111311
HIP 10033,  -91.35,  -46.29,  14.68,F8,163.12069024,-58.99985279, 7.13, 0.496,0.57,0.57,STAR F8,68.1198910081744
HIP 17895,  -61.77,  -41.41,  18.21,G0,190.56022879,-40.70945239, 7.22, 0.587,0.66,0.65,STAR G0,54.9148819330038
HIP 18135,   55.06,  -37.55,  10.05,F8,191.11447194,-40.09254201, 8.86, 0.580,0.65,0.65,STAR F8,99.502487562189
HIP 81300,  455.22, -307.63, 102.27,K2V,13.72508448,28.41334145, 5.77, 0.827,0.87,0.87,STAR K2V,9.77803852547179
HIP 61578,  155.46, -145.78,  21.48,F5,295.68409922,60.34824657, 6.95, 0.484,0.56,0.56,STAR F5,46.5549348230912
HIP 65982, -854.52,  267.70,  32.35,G9V,322.73726788,58.99779912, 7.32, 0.781,0.88,0.88,STAR G9V,30.9119010819165
HIP 113037,  169.45,  -32.64,  12.88,G0,69.21045676,-52.42234206, 8.54, 0.590,0.66,0.7,STAR G0,77.639751552795
HIP 26756,    2.27,  -49.07,  11.04,A5,206.82150536,-16.69048488, 7.52, 0.282,0.32,0.32,STAR A5,90.5797101449275
HIP 106825, -464.69, -281.19,  27.21,K0V,52.63057414,-37.56193608, 8.62, 0.844,0.89,0.86,STAR K0V,36.7511944138184
HIP 72631,   87.63, -123.64,  15.09,G8...,352.07764325,48.82106331, 4.93, 0.988,0.97,0.97,STAR G8,66.2690523525514
HIP 107564,  111.70,  -76.91,  10.51,F5,54.22315425,-39.42962318, 7.65, 0.483,0.55,0.55,STAR F5,95.1474785918173
HIP 83736,  -11.39,  -23.91,  12.77,G0,18.1723705,21.94620994, 9.25, 0.686,0.74,0.76,STAR G0,78.3085356303837
HIP 27758, -114.37,   -8.13,  18.40,F5,208.17519248,-14.14607476, 7.26, 0.558,0.63,0.63,STAR F5,54.3478260869565
HIP 5985,  259.08, -140.70,  33.68,F8,137.84089492,-64.40865508, 6.52, 0.563,0.63,0.63,STAR F8,29.6912114014252
HIP 77728,  -16.10,  -42.56,  11.55,G2V,6.23703272,37.48640377, 8.55, 0.602,0.67,0.64,STAR G2V,86.5800865800866
HIP 25191,   33.91,  -96.88,  18.21,G5IV,204.61233993,-20.58125004, 8.99, 0.761,0.8,0.84,STAR G5IV,54.9148819330038
HIP 70012, -119.29,  -71.87,  11.90,G9III,342.24953671,53.74197237, 5.14, 1.023,1,1,STAR G9III,84.0336134453782
HIP 64457, -138.13,    9.62,  48.95,K0,313.66996568,60.16199571, 7.56, 0.930,0.92,0.92,STAR K0,20.4290091930541
HIP 114322,  632.15,  -96.23,  33.40,K3V,74.01198176,-55.10549495, 8.59, 1.012,1.06,1.06,STAR K3V,29.940119760479
HIP 74338,  -30.43,  -20.32,  12.47,F0,357.49994269,45.24794526, 7.21, 0.344,0.4,0.45,STAR F0,80.1924619085806
HIP 53240, -131.91,  -82.01,  12.51,K0III+...,254.18067431,49.11503838, 6.12, 0.913,0.89,0.89,STAR K0III,79.9360511590727
HIP 24130,   85.61, -150.55,  20.66,G8III,203.00077038,-23.29241328, 6.24, 0.984,0.98,0.98,STAR G8III,48.4027105517909
HIP 62036, -201.99,   55.30,  27.14,K2V,298.60959629,60.54915043, 9.06, 0.929,0.97,0.97,STAR K2V,36.8459837877671
HIP 36071,  -15.83,  -47.73,  28.07,G0,218.89988448,6.63465354, 6.99, 0.568,0.64,0.64,STAR G0,35.6252226576416
HIP 31480,  121.34, -130.07,  16.32,F8,213.12492998,-4.54634238, 7.51, 0.578,0.65,0.65,STAR F8,61.2745098039216
HIP 81206, -115.34,  -62.33,  11.66,G5,13.6325686,28.70205519, 9.33, 0.770,0.81,0.81,STAR G5,85.7632933104631
HIP 20673,   62.60,    7.57,  23.86,F8,196.57551643,-33.08877364, 7.25, 0.200,0.63,0.63,STAR F8,41.9111483654652
HIP 98301,   -9.57,   26.08,  10.05,F5,38.69298525,-15.89282314, 7.08, 0.488,0.56,0.56,STAR F5,99.502487562189
HIP 70755, -140.94,   -2.92,  24.15,G2III,345.21831175,52.51289854, 4.81, 0.693,0.73,0.73,STAR G2III,41.407867494824
HIP 17165,  -93.32, -184.87,  26.25,K2V,188.69797318,-42.50104687, 9.58, 1.025,1.08,1,STAR K2V,38.0952380952381
HIP 68595,   50.50,  -23.00,  11.92,G5,336.03001007,56.03879676, 8.60, 0.791,0.82,0.82,STAR G5,83.8926174496644
HIP 52409,  -12.63, -222.75,  30.94,G5,251.2066363,47.3526829, 7.31, 0.694,0.75,0.75,STAR G5,32.3206205559147
HIP 77439,  -76.14,   86.63,  10.92,G2V,5.63350874,38.28964588, 8.65, 0.595,0.67,0.69,STAR G2V,91.5750915750916
HIP 78024,  -88.94,  -60.99,  26.54,G0...,7.04979755,36.81662173, 6.77, 0.610,0.68,0.7,STAR G0,37.6789751318764
HIP 7971,   91.94,  -32.85,  10.44,F2,151.147377,-62.20624373, 7.95, 0.438,0.51,0.51,STAR F2,95.7854406130268
HIP 117333,   74.34,   21.03,  15.92,G5,88.71133034,-60.70001306, 9.59, 0.775,0.81,0.79,STAR G5,62.8140703517588
HIP 53273,  -83.35,   15.00,  10.45,G8III,254.14033332,49.26063564, 5.45, 0.966,0.91,0.91,STAR G8III,95.6937799043062
HIP 88741,   33.42,  -25.47,  11.15,G0,25.90231955,8.8910341, 8.91, 0.546,0.62,0.7,STAR G0,89.6860986547085
HIP 100895,  -60.05,  -69.61,  21.49,F8,42.41235243,-22.24989904, 7.49, 0.520,0.59,0.59,STAR F8,46.5332712889716
HIP 53169, -402.25, -768.21,  23.94,K8,253.80243108,49.08739729, 9.79, 1.048,1.1,1.1,STAR K8,41.7710944026734
HIP 83889,   31.78,  -44.11,  15.02,F8,18.59558003,21.627866, 8.71, 0.636,0.7,0.64,STAR F8,66.577896138482
HIP 100896,  -66.02,  -71.31,  20.70,F8,42.42923125,-22.24421013, 6.71, 0.519,0.59,0.58,STAR F8,48.3091787439614
HIP 69997, -109.86,    9.48,  15.61,F5,342.36215856,53.89876917, 8.01, 0.516,0.59,0.59,STAR F5,64.0614990390775
HIP 14194,  106.34,    5.17,  18.81,F5...,180.10151069,-49.76282004, 7.51, 0.519,0.59,0.59,STAR F5,53.1632110579479
