name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,dist
HIP 40138,122.95980156,-30.32272029, -174.32,   45.43,  14.07,G1V,248.72997076,1.93710677,71.0732054015636
HIP 67084,206.24801908,-30.32143576,  -39.15,  -61.19,  14.28,G8/K0V,316.43709719,31.14199871,70.0280112044818
HIP 5740,18.43552477,-30.31029092,   15.84,  -52.58,  14.45,G3V,247.30135255,-84.16712321,69.204152249135
HIP 105252,319.79006593,-30.30279487,  296.54,   -0.94,  11.63,G6/G8V,15.81670915,-43.76961946,85.9845227858985
HIP 87162,267.10950386,-30.29944681,  -39.66,  -10.58,  13.32,F7/F8V,359.15165086,-1.23044743,75.0750750750751
HIP 96562,294.46562412,-30.29530807,   13.77,  -14.98,  12.32,F2V,9.31833225,-22.62033256,81.1688311688312
HIP 70561,216.50076708,-30.2860823,  -67.55,    0.18,  10.74,G8IV,326.0905829,28.29823881,93.1098696461825
HIP 57507,176.81661416,-30.28595727, -265.29, -227.49,  56.26,G5V,286.84053371,30.5727461,17.7746178457163
HIP 94583,288.73169165,-30.28538743,   94.48,   13.30,  17.38,G3V,7.49585011,-17.97391565,57.5373993095512
HIP 7118,22.93021487,-30.28292502,   -4.43,  -64.34,  10.74,K0III,234.96105204,-80.62500426,93.1098696461825
HIP 79127,242.2675034,-30.25870647,   49.43,    0.83,  19.58,G1V,345.87636938,15.68918169,51.0725229826353
HIP 38120,117.17923051,-30.25513292, -214.95,  186.00,  14.65,G2V,246.04330934,-2.26993956,68.259385665529
HIP 36349,112.21441365,-30.24649813, -130.94, -131.42,  64.24,M1V:e...,243.94060245,-6.0107664,15.5666251556663
HIP 49401,151.27852353,-30.24165115, -123.16,   22.64,  11.84,F8/G0V,265.27184456,20.21065647,84.4594594594595
HIP 102643,311.98189583,-30.24137616, -140.06, -135.75,  11.03,G6/G8V,14.15909056,-37.1457989,90.6618313689937
HIP 90011,275.50011773,-30.2412927,  -23.07,   -4.80,  11.25,G0,2.73049276,-7.53700241,88.8888888888889
HIP 40018,122.59803863,-30.23324754,  -36.10,   64.20,  10.29,F7V,248.48406816,1.72449952,97.1817298347911
HIP 43287,132.26564386,-30.21967197,    4.13,  -53.00,  11.79,G1V,253.36490837,8.51641193,84.8176420695505
HIP 99438,302.73782769,-30.21790202, -345.60, -250.49,  65.06,,11.80881891,-29.40561546,15.3704272978789
HIP 88198,270.17146514,-30.21477975,  -90.93, -100.30,  15.29,K0,0.56023528,-3.47129561,65.402223675605
HIP 111806,339.69958201,-30.20995019,   97.28, -159.55,  14.90,K1III/IV,18.92304792,-60.84455956,67.1140939597315
HIP 71999,220.86475102,-30.20807867,  -43.76,  -51.34,  10.55,F6V,329.95219437,26.72089459,94.7867298578199
HIP 84999,260.60221835,-30.20393634,   45.95,  -91.76,  14.81,G0V,356.19462342,3.55099671,67.5219446320054
HIP 81009,248.15207195,-30.1953946,   53.89, -142.56,  13.29,K1:V:+...,349.52724468,12.04334073,75.2445447705042
HIP 12288,39.57748196,-30.19388274,   98.67,  -73.97,  27.99,F5V,226.74723803,-66.41064463,35.7270453733476
HIP 59029,181.53593132,-30.19038894,  -35.72,  -25.79,  14.78,G5V,291.42966959,31.66770153,67.65899864682
HIP 15725,50.64719213,-30.1891449,   52.47,  235.32,  32.99,K4V,227.33872895,-56.85034265,30.3122158229767
HIP 55052,169.02915001,-30.17838603, -306.59,   86.67,  39.68,,279.55399894,28.33015132,25.2016129032258
HIP 9786,31.45378802,-30.17689282, -527.75,  100.08, 105.64,K:...,227.91245031,-73.42024428,9.46611132146914
HIP 54400,166.97819949,-30.17424695, -505.80, -131.75,  38.15,G1/G2V,277.73364066,27.58303423,26.2123197903014
HIP 32281,101.0908157,-30.17180761,  -30.32,  -51.76,  15.90,G3V,239.66017573,-14.65050709,62.8930817610063
HIP 88033,269.72152123,-30.17037738,  173.92, -657.63,  25.06,K0V,0.40606915,-3.11139383,39.9042298483639
HIP 17738,56.98342907,-30.16732063,   26.20, -231.06,  11.55,G6III,228.19535156,-51.39648345,86.5800865800866
HIP 50868,155.80474516,-30.16223451,    2.91,  -11.72,  18.63,A9IV,268.56407441,22.64309294,53.6768652710682
HIP 68310,209.7512085,-30.15976884,  136.37, -100.05,  16.01,F6V,319.88036277,30.47858203,62.4609618988132
HIP 110028,334.28500116,-30.15334602,  167.14, -129.07,  13.54,G5V,18.49462178,-56.16942746,73.8552437223043
HIP 74857,229.45768699,-30.14866233,   -8.71,   -4.47,  10.59,K1II/III,336.95909601,22.8825275,94.4287063267233
HIP 117894,358.70562807,-30.14364304, -263.67, -203.69,  21.06,,15.95043629,-77.22640515,47.4833808167142
HIP 109401,332.4631605,-30.13637909,  -16.52,    6.08,  11.32,F8/G0V,18.28346764,-54.59847143,88.339222614841
HIP 12483,40.15997632,-30.13558852,  569.90,   75.41,  15.67,F8V,226.590056,-65.90766334,63.8162093171666
HIP 86360,264.69765544,-30.1313362,  -36.47,  -22.43,  10.31,F8/G0V,358.20120609,0.63197892,96.9932104752667
HIP 45514,139.13109046,-30.13090727,  -82.65,  -45.83,  11.93,G6V,257.21579899,13.09059521,83.8222967309304
HIP 32155,100.72274506,-30.12767053, -129.98,   98.34,  16.33,,239.48912535,-14.92599927,61.2369871402327
HIP 90450,276.8408062,-30.12426838,  -36.41,  -41.73,  13.69,G0V,3.3634976,-8.51879547,73.0460189919649
HIP 107756,327.43849418,-30.12241466,   45.93, -121.46,  10.01,G3V,17.52247025,-50.27775904,99.9000999000999
HIP 3468,11.08797982,-30.11139934,   92.53,   43.95,  10.33,G3V,330.04411541,-86.63603093,96.8054211035818
HIP 75035,229.98564887,-30.1068443,  -29.62,  -35.47,  12.08,G0V,337.38912186,22.652224,82.7814569536424
HIP 45414,138.81394011,-30.10605168, -197.43,  195.99,  11.42,K0+...,257.00695442,12.90494497,87.5656742556918
HIP 92304,282.19783829,-30.09644757,  -39.62, -181.01,  13.20,G8V+...,5.40633994,-12.69520975,75.7575757575758
HIP 53226,163.3113992,-30.09630705,  -78.30,  -38.86,  13.43,F8V,274.54353341,26.18065706,74.4601638123604
HIP 77641,237.77159485,-30.08609907,   72.18, -137.56,  21.56,G6V,343.02802073,18.46832088,46.3821892393321
HIP 80779,247.41244486,-30.07532573,  -14.36,  -11.77,  12.81,G3V,349.18249154,12.60024217,78.064012490242
HIP 14657,47.34228897,-30.07357665,   33.40,  118.74,  13.03,G5,226.77316057,-59.69543614,76.7459708365311
HIP 102025,310.12704765,-30.05194522,  100.12,  -26.79,  22.36,K3V,13.93542802,-35.54078161,44.7227191413238
HIP 114139,346.74145216,-30.04814113,   38.28,   -1.17,  14.60,F5IV/V,19.46617969,-66.93159845,68.4931506849315
HIP 41764,127.74852412,-30.04019481,   53.79,  -55.28,  13.07,G0V,250.84752456,5.50774361,76.5110941086458
HIP 42214,129.09640507,-30.03778638, -180.58,   65.71,  27.38,G8/K0V,251.53801254,6.45109795,36.5230094959825
HIP 93002,284.19391894,-30.02871116,    7.11,  -60.74,  16.21,G3/G5V,6.18622267,-14.24886031,61.6903146206046
HIP 110996,337.31286507,-30.01643212,  221.82, -813.00,  64.74,K4V,19.09750159,-58.77280817,15.4464009885697
HIP 94184,287.61492791,-30.00695952,   70.32,  -65.50,  18.19,F5V,7.39244685,-16.97371843,54.9752611324904
HIP 9440,30.3116514,-30.00156583, -108.68, -108.79,  11.71,G8III,227.66653541,-74.42158912,85.397096498719
HIP 114487,347.79855521,-30.00144551,   72.58,   14.57,  11.96,F0V,19.54511923,-67.84753239,83.6120401337793
HIP 44868,137.13832097,-29.99934157, -145.33,   80.22,  10.89,,255.93554114,11.89503158,91.8273645546373
HIP 78136,239.32368631,-29.99601614,  -41.84,  -63.02,  16.32,F7V,344.14082234,17.63528878,61.2745098039216
HIP 52939,162.39778138,-29.99437698,  -97.04,  -18.24,  13.50,G0/G1V,273.72276354,25.87749937,74.0740740740741
HIP 52001,159.36133336,-29.98461193,   89.97,  -26.09,  14.48,F8V,271.23605336,24.51597649,69.060773480663
HIP 58029,178.52255891,-29.98244944, -125.51,  -32.84,  22.42,G6V,288.39943566,31.26582451,44.6030330062444
HIP 83985,257.53454128,-29.97316812,  -75.51, -104.43,  14.73,G8/K0V,354.84834433,5.85276676,67.8886625933469
HIP 109573,332.9574516,-29.96825759,   99.08,  -60.88,  11.30,G2,18.64343017,-55.00867745,88.4955752212389
HIP 54285,166.57956743,-29.96732226, -248.84,   59.78,  15.77,G2V,277.28126975,27.61638551,63.4115409004439
HIP 49531,151.70852426,-29.96598971,  -71.76, -112.57,  11.62,G3V,265.3962505,20.65874508,86.0585197934596
HIP 1500,4.67487484,-29.95688954,  108.75,   -1.85,  16.71,G0V,9.53292414,-82.2763043,59.8444045481747
HIP 41967,128.31419775,-29.95663223,  -42.60,   17.27,  21.87,G5V,251.06860111,5.95338078,45.7247370827618
HIP 44799,136.94470776,-29.95426606,  -23.78,   24.65,  12.78,G3V,255.78799104,11.79856382,78.2472613458529
HIP 11979,38.63449529,-29.94965794,   45.56,   -1.23,  10.17,F6V,226.15502604,-67.22995617,98.3284169124877
HIP 32804,102.57553393,-29.94801169,   64.38,  -49.23,  16.57,K0/K1V,239.9764661,-13.38275925,60.3500301750151
HIP 11917,38.46023593,-29.93341356,  157.53,   72.82,  14.50,F3/F5V,226.1181805,-67.38116251,68.9655172413793
HIP 41317,126.45592412,-29.92988208,  139.22, -291.38,  25.74,G5V,250.10550424,4.65957914,38.8500388500388
HIP 66273,203.73932801,-29.92330549,  -64.35,  -15.01,  12.69,G1/G2V,314.05482448,32.00675946,78.8022064617809
HIP 80490,246.4524843,-29.91858795,   32.97,   76.98,  11.17,G6IV/V,348.72716971,13.32056203,89.5255147717099
HIP 96043,292.92692669,-29.91811565,   -0.48,  -33.67,  13.76,G3V,9.22115141,-21.23976106,72.6744186046512
HIP 114455,347.70213803,-29.9176537,  449.39,  -25.69,  34.90,K3V,19.7712347,-67.76565536,28.6532951289398
HIP 88650,271.48874265,-29.91724416,   73.08,   -3.68,  16.01,G8V,1.37884502,-4.32051513,62.4609618988132
HIP 28021,88.9024166,-29.9169763,    4.85,   57.79,  13.42,F7V,235.43954109,-24.42338927,74.5156482861401
HIP 27090,86.16404799,-29.9162348,  -18.74, -179.22,  13.78,G3/G5V,234.62838356,-26.68120529,72.5689404934688
HIP 90588,277.27102854,-29.91451359,  -18.26,  -28.89,  12.69,G6V,3.72113413,-8.759093,78.8022064617809
HIP 91991,281.2441161,-29.91153694,   23.11,  -38.72,  14.49,G2V,5.22943406,-11.86669163,69.0131124913734
HIP 7372,23.75398479,-29.91056753,   85.56,   96.58,  42.29,K3V,231.69862887,-80.03620333,23.6462520690471
HIP 7463,24.03512124,-29.9074336,  119.68,   47.98,  16.13,F2V,231.36060751,-79.79978062,61.9962802231866
HIP 48240,147.5175213,-29.90525915,  -16.06,  -77.68,  12.70,F3V,262.41599711,18.35595711,78.740157480315
HIP 108871,330.82093473,-29.90448853,  106.46,  -25.31,  14.78,F2V,18.43001199,-53.16037578,67.65899864682
HIP 17689,56.83276739,-29.90158791,  166.15,  -56.95,  25.99,F5V,227.74701242,-51.49417743,38.4763370527126
HIP 29550,93.39817431,-29.89730323,  148.18,   13.97,  18.20,G8/K0IV/V,236.81462605,-20.73903403,54.9450549450549
HIP 39713,121.75882205,-29.89671566,  -38.00,  -23.32,  12.02,G3V,247.80719227,1.29679749,83.1946755407654
HIP 81498,249.69450017,-29.89230732,  117.71,  -85.41,  21.41,G1V,350.65618217,11.23589667,46.7071461933676
HIP 53835,165.20668698,-29.88914066, -120.92,  -10.49,  16.31,G8/K0V,276.04771654,27.14526679,61.3120784794605
HIP 77729,238.05370687,-29.88634407, -136.52,  -85.51,  12.41,K0III,343.3604749,18.45540295,80.58017727639
HIP 57271,176.16400111,-29.88499842,  -80.99,   44.28,  33.03,K0V,286.07649344,30.79157495,30.2755071147442
HIP 93506,285.65301428,-29.88011429,  -14.10,    3.66,  36.61,A3IV,6.84030018,-15.35356023,27.3149412728763
HIP 29836,94.23517455,-29.87018228,    6.84,   71.10,  14.21,F6V,237.05649591,-20.049111,70.3729767769177
HIP 11131,35.81079265,-29.86908576,  -77.38,  -97.45,  24.51,G1V,226.10111592,-69.67876859,40.7996736026112
HIP 3182,10.13394965,-29.86854449,  137.44,  107.60,  17.32,G3/G5V,343.44605937,-86.36073282,57.7367205542725
HIP 90973,278.35352425,-29.86673576,   38.73,  -39.09,  18.33,G8IV/V,4.18285656,-9.58085299,54.5553737043099
HIP 85423,261.8386001,-29.86669942,   14.38, -137.41,  29.26,F3III,357.07471672,2.85297339,34.1763499658236
HIP 24585,79.11911314,-29.86618507,  109.86,  -33.13,  11.37,G5V,232.61738971,-32.53304153,87.9507475813545
HIP 30291,95.57781334,-29.85950699,   -0.87,  -22.14,  10.15,F3V,237.48372774,-18.9565867,98.5221674876847
HIP 51980,159.31503989,-29.85503857,    2.99, -186.53,  11.28,,271.12195036,24.60331995,88.6524822695036
HIP 43947,134.2668688,-29.84585169,    9.96,  -24.80,  25.82,F5V,254.17373324,10.0989084,38.7296669248644
HIP 74207,227.46595777,-29.83717146,   20.46,   21.23,  12.28,G2V,335.59887805,24.114053,81.4332247557003
HIP 89931,275.24842337,-29.82803914,   29.96,  -26.38,  10.67,K3III,3.00091082,-7.15447506,93.7207122774133
HIP 78952,241.75794739,-29.82752564,  -51.12, -111.25,  12.05,G5V,345.86298596,16.3058789,82.9875518672199
HIP 85132,260.97496448,-29.82106611,  -12.88,  -37.89,  12.56,K0IV/V,356.69372193,3.49991004,79.6178343949044
HIP 90485,276.95618477,-29.81690216,   -0.84,   15.16,  27.53,F8V,3.68672034,-8.4711415,36.3240101707228
HIP 9550,30.6808442,-29.81430011,   53.11,   50.18,  12.92,G3V,226.85884192,-74.12233299,77.3993808049536
HIP 94202,287.67454191,-29.81345143, -108.42,  -89.57,  13.70,G0V,7.60026386,-16.94915868,72.992700729927
HIP 47681,145.83475575,-29.80409261,  -95.24,   34.20,  22.22,G5V,261.21243526,17.44572837,45.004500450045
HIP 79833,244.43071792,-29.7986712,  -38.63,  -99.30,  10.57,F5V,347.57921061,14.67999789,94.6073793755913
HIP 22515,72.67561187,-29.77746926,    4.64,  -93.05,  11.22,G1V,230.87868919,-37.94020088,89.126559714795
HIP 21248,68.3776229,-29.76583186, -114.35, -271.56,  26.22,K0III,229.85737953,-41.58725206,38.13882532418
HIP 28899,91.52304862,-29.75852227,   10.94,  -41.69,  12.25,A1V,236.08128108,-22.22219267,81.6326530612245
HIP 110156,334.69200174,-29.75235243,  220.57,  -77.04,  25.36,K4V,19.26889004,-56.48703296,39.4321766561514
HIP 90881,278.07772723,-29.74799182,  -20.72, -124.99,  11.77,G3V,4.18499182,-9.31371134,84.9617672047579
HIP 57217,175.98663331,-29.74779498, -275.63,   36.22,  30.88,G0V,285.85766367,30.87642903,32.3834196891192
HIP 21125,67.91339532,-29.74351105,  103.80, -141.53,  14.66,,229.72339691,-41.97833284,68.212824010914
HIP 95619,291.73529268,-29.74310537,   17.55,  -49.32,  14.47,B8/B9V,9.01542394,-20.20912133,69.1085003455425
HIP 25101,80.60650381,-29.72109803,  -13.41,   20.00,  10.04,,232.85168812,-31.24945689,99.601593625498
HIP 21891,70.58523743,-29.71206033,   51.15, -192.76,  11.63,G0V,230.29745366,-39.69895659,85.9845227858985
HIP 26600,84.81253141,-29.70999837,    3.96,   47.42,  11.50,F3/F5V,234.01616574,-27.74006623,86.9565217391304
HIP 33671,104.93081754,-29.70751071,    0.60, -124.13,  21.26,F7V,240.61425865,-11.42198162,47.0366886171214
HIP 108241,328.92481722,-29.70570198,   58.86, -178.57,  30.22,K1V,18.43573144,-51.50313278,33.0906684315023
HIP 80399,246.16552568,-29.70446361,   69.27,  -82.06,  31.82,G0,348.71551051,13.64875951,31.4267756128221
HIP 114746,348.65991526,-29.70242445,  -66.93,  -28.51,  27.53,K2V,20.31200025,-68.60026563,36.3240101707228
HIP 72054,221.07067363,-29.69291554, -103.66,  -60.26,  12.26,G5,330.40042107,27.09165636,81.5660685154976
HIP 1668,5.22523196,-29.68962325, -113.07,  -86.06,  12.68,F7V,10.26398748,-82.8152142,78.8643533123028
HIP 86138,264.04782219,-29.67925459, -175.83,  -69.00,  22.03,M0,358.28090317,1.34985102,45.3926463912846
HIP 4353,13.95413097,-29.67637996,  394.49,  174.42,  32.77,K4III,282.48962755,-87.27606598,30.5157155935307
HIP 111960,340.17970196,-29.67443776,  380.21,  -17.42,  73.85,K4/K5V,20.06737299,-61.23555128,13.54096140826
HIP 101503,308.53845385,-29.67182666,   79.68, -115.43,  12.13,K0V,13.98028798,-34.11212004,82.4402308326463
HIP 30174,95.23492722,-29.67067855,   41.44,  -77.97,  10.01,F3V,237.18440964,-19.16686057,99.9000999000999
HIP 63708,195.84293487,-29.66346853, -125.97,   21.81,  16.96,F6V,306.02798438,33.13652961,58.9622641509434
HIP 104809,318.50685518,-29.66343267,  231.70,  -37.50,  33.63,G3/G5V,16.40380118,-42.56098572,29.7353553374963
HIP 67406,207.2213531,-29.66113977,   42.52,  -15.21,  11.42,F3/F5V,317.58621923,31.57062149,87.5656742556918
HIP 53099,162.94309556,-29.6523528, -108.77,  -36.64,  12.40,G1V,273.98967111,26.40984247,80.6451612903226
HIP 50921,155.98041827,-29.64577142,  -38.02,   99.72,  45.26,G5V,268.37290271,23.15192561,22.0945647370747
HIP 99350,302.47331432,-29.63308152,  181.22,   11.03,  11.04,G3V,12.37810411,-29.02131804,90.5797101449275
HIP 78330,239.90967327,-29.63245782,  -79.20,  -40.97,  27.71,G3V,344.79124079,17.55600508,36.0880548538434
HIP 5383,17.21576657,-29.62242151,   27.32,  -37.83,  12.24,F5V,247.00619541,-85.42769255,81.6993464052288
HIP 113368,344.41177323,-29.62183701,  329.22, -164.22, 130.08,A3V,20.48903611,-64.90879067,7.68757687576876
HIP 110483,335.69578815,-29.61919948,  440.61, -116.32,  26.07,G6V,19.65015841,-57.34428198,38.3582662063675
HIP 96486,294.22359039,-29.61786835,  -68.95,  -73.02,  15.12,G6/G8,9.9344262,-22.19785186,66.1375661375661
HIP 109172,331.72245072,-29.61426105,   97.00,  101.55,  16.03,F6V,19.06037203,-53.90627705,62.3830318153462
HIP 95164,290.41368758,-29.60544093,  122.62,  -10.17,  19.98,G1V,8.72073496,-19.08641629,50.0500500500501
HIP 8270,26.63490678,-29.59489481,  -94.12, -236.73,  10.10,G2,227.66383652,-77.6378626,99.009900990099
HIP 31187,98.15469968,-29.58259339,  -69.51,   66.22,  23.52,K0V,238.07761252,-16.77365848,42.5170068027211
HIP 19851,63.83398247,-29.5765996,   -7.98, -239.53,  10.88,,228.60581884,-45.43391191,91.9117647058824
HIP 32894,102.80196093,-29.57591954,   32.62,  106.64,  14.11,Gp...,239.70886543,-13.0522716,70.871722182849
HIP 66060,203.14383052,-29.56528224,  -77.97,    7.92,  21.17,F5IV,313.53687974,32.45793237,47.2366556447803
HIP 42483,129.92704475,-29.56086189,  -25.41,  -91.25,  13.83,G5III,251.58759066,7.31399215,72.3065798987708
HIP 66563,204.67552479,-29.56067984,  -86.56,  -77.17,  20.42,F3V,315.08215953,32.19350057,48.9715964740451
HIP 72456,222.2466025,-29.55897489,  -54.78,   13.89,  12.63,G0V,331.47773271,26.71764587,79.1765637371338
HIP 50805,155.59108861,-29.55603405,  -26.77,   55.41,  23.42,G8III+...,268.01708382,23.02738062,42.6985482493595
HIP 32749,102.44029024,-29.55581514,  -51.47,  -61.81,  11.98,G3V,239.55897661,-13.33167528,83.4724540901503
HIP 84665,259.6286859,-29.55551268,  -23.97,  -68.17,  10.96,G3V,356.24868098,4.61404493,91.2408759124088
HIP 90213,276.11182009,-29.54412855,  191.50, -121.15,  21.86,F8,3.6000625,-7.69320481,45.7456541628545
HIP 51714,158.48905497,-29.53396854, -377.55,  183.59,  19.67,K2V,270.2684955,24.48007944,50.8388408744281
HIP 90212,276.11067961,-29.53139741,   -1.69, -199.20,  21.81,K3/K4III+..,3.6110668,-7.686561,45.8505272810637
HIP 73012,223.81875727,-29.5289635, -203.43,  129.78,  18.90,G1V,332.81732831,26.06067303,52.9100529100529
HIP 37272,114.8072293,-29.52796369,  -58.50,   64.82,  16.33,M0,244.38832535,-3.69335032,61.2369871402327
HIP 95203,290.51569703,-29.52310007,  138.67,    7.56,  18.28,G1V,8.83573686,-19.13975664,54.7045951859956
HIP 105156,319.52131,-29.51305066,   55.64, -136.83,  21.09,G5V,16.83195791,-43.39926741,47.4158368895211
HIP 64713,198.9477585,-29.50568632, -109.69,  -82.70,  14.34,G3V,309.25559162,33.06686134,69.7350069735007
HIP 49821,152.55734839,-29.50480987, -219.32,  136.23,  19.48,,265.70702378,21.47839887,51.3347022587269
HIP 73990,226.81231287,-29.50441012,  -28.36,  -27.68,  10.29,A9V,335.2793409,24.704493,97.1817298347911
HIP 92134,281.67971127,-29.50277906,  -75.81, -174.53,  16.99,G2/G3V,5.77022927,-12.04079967,58.8581518540318
HIP 84684,259.68296057,-29.48986498, -171.11, -202.05,  17.40,K0V,356.32980495,4.61279983,57.4712643678161
HIP 92940,284.03599374,-29.47665769,    0.67,    1.43,  10.06,A4V,6.65203134,-13.90329037,99.403578528827
HIP 6744,21.70511682,-29.47450648,   26.25, -189.60,  24.51,G5V,231.76510619,-81.86862547,40.7996736026112
HIP 84131,257.98618631,-29.47438136,  -71.74,  -93.98,  11.12,G0V,355.48567082,5.82740426,89.9280575539568
HIP 54690,167.94656648,-29.4510669, -100.91,  -38.61,  19.76,K5V,278.23762213,28.59853727,50.6072874493927
HIP 32842,102.68948002,-29.4475442,    6.23,   -3.26,  14.54,G3V,239.54760674,-13.08952445,68.7757909215956
HIP 102963,312.91201331,-29.44172773, -109.19, -104.21,  16.21,F6V,15.36746627,-37.75414066,61.6903146206046
HIP 62095,190.88725621,-29.44124248,  -80.00,   26.58,  15.41,G8V,300.87460668,33.39899133,64.8929266709929
HIP 24573,79.07244068,-29.43870077,  -47.60, -114.67,  10.45,F7V,232.11542239,-32.46129449,95.6937799043062
HIP 22643,73.08179117,-29.43223317,   49.09,   -5.49,  11.21,G3V,230.55300395,-37.51882875,89.2060660124889
HIP 102264,310.81678113,-29.42340416,  -43.54, -207.55,  44.57,G3/G5V,14.86214992,-35.97459852,22.436616558223
HIP 59337,182.58110353,-29.41950911,  -83.11,   -2.18,  12.38,G8V,292.30043635,32.60207425,80.7754442649435
HIP 79302,242.75886281,-29.41600661,  -85.58,  -87.92,  12.77,K0III,346.80815456,15.98625273,78.3085356303837
HIP 54597,167.60829474,-29.41379941,   -8.56,  -73.84,  24.76,K5V,277.9165094,28.50565092,40.3877221324717
HIP 111076,337.53861333,-29.40696088,   79.92,   28.35,  12.81,K2V:,20.29959219,-58.92522426,78.064012490242
HIP 39710,121.75122909,-29.40207468,  339.59, -354.69,  39.08,G2V,247.38687383,1.55786371,25.5885363357216
HIP 117542,357.56157179,-29.40177067,  185.01,   17.68,  39.53,K1V,19.77119984,-76.34617391,25.2972426005565
HIP 7539,24.28515039,-29.39309256,  285.89,  -70.12,  29.72,K1V,228.28592223,-79.68939111,33.6473755047106
HIP 7467,24.04220085,-29.39235687,  -56.85,    3.78,  21.22,K1V,228.49111723,-79.89792277,47.1253534401508
HIP 5831,18.69637103,-29.39046068,   44.49,   32.03,  12.28,G5V,238.04545758,-84.38412038,81.4332247557003
HIP 66334,203.92097778,-29.37775767,  -18.05,    9.42,  10.92,F2V,314.36693199,32.50963418,91.5750915750916
HIP 41856,128.00788758,-29.37085507,    5.61, -152.89,  10.33,K1III/IV,250.43474469,6.0823012,96.8054211035818
HIP 71516,219.39120991,-29.36729552,  173.43,  -46.40,  17.50,G8V,329.10754832,28.05501313,57.1428571428571
HIP 71859,220.48158747,-29.35955891,   64.52, -123.01,  11.66,F5/F6V,330.06683214,27.62652729,85.7632933104631
HIP 11024,35.49651707,-29.35166467,   28.66, -173.25,  22.23,G5V,224.62206187,-69.96533629,44.9842555105713
HIP 105323,320.00008599,-29.34934154,   53.50,   27.17,  12.35,G1V,17.16099783,-43.77858426,80.9716599190283
HIP 52673,161.55943863,-29.33978973,  -38.18, -261.63,  13.03,G5,272.65488724,26.07113725,76.7459708365311
HIP 91894,281.00047219,-29.33105738,  -88.71, -171.41,  16.37,K0,5.67729894,-11.43147673,61.0873549175321
HIP 95456,291.26687908,-29.30920884,  -13.12,  -61.77,  12.07,K3III,9.29486025,-19.67490577,82.8500414250207
HIP 71734,220.10596877,-29.30154067,  -76.03,  -35.68,  14.58,F6V,329.76933278,27.82964092,68.5871056241427
HIP 2141,6.7798922,-29.29858047,   48.34,  -28.61,  10.41,F7/F8V,9.45972652,-84.22085973,96.0614793467819
HIP 101469,308.45563057,-29.29261322,   37.87,    0.18,  13.11,A9V,14.40152637,-33.94740666,76.27765064836
HIP 2239,7.11006492,-29.28464781,   40.07,  -43.96,  17.88,F5V,8.53581306,-84.49447797,55.9284116331096
HIP 89829,274.96753065,-29.27567261,    2.84,  -47.16,  13.25,G1V,3.38216266,-6.68375994,75.4716981132076
HIP 64594,198.59836288,-29.26219125,   40.54,  -32.03,  13.11,G2V,308.92581604,33.34225213,76.27765064836
HIP 56280,173.06840611,-29.26137351,  -20.32,  144.40,  37.44,F8V,282.88087581,30.50953167,26.7094017094017
HIP 90596,277.29969528,-29.25941911,    0.08,  -46.93,  22.14,F5V,4.32595536,-8.49041318,45.16711833785
HIP 7018,22.6040915,-29.25940999,  -26.05,  220.27,  28.66,K0V,229.14153219,-81.1542226,34.8918353105373
HIP 105697,321.10689563,-29.24686581,  142.94, -202.75,  14.65,G8V,17.54869234,-44.70865789,68.259385665529
HIP 2766,8.81650444,-29.20968604,   16.12,  -77.79,  11.34,G0V,1.70411951,-85.87306748,88.1834215167548
HIP 20802,66.860681,-29.19693139,   58.55,  120.20,  10.05,G6V,228.75748269,-42.77178581,99.502487562189
HIP 57001,175.28584703,-29.19682236, -305.06,  225.64,  24.08,G2III/IV,284.9822824,31.21302733,41.5282392026578
HIP 97512,297.2953388,-29.17428418,  204.40, -182.64,  13.24,,11.34363201,-24.58240969,75.5287009063444
HIP 97405,296.96320454,-29.15933342, -101.01,   23.39,  29.37,G3V,11.25727082,-24.30284849,34.0483486550902
HIP 30223,95.37995353,-29.15073316,   -4.10,   41.53,  15.66,F6V,236.71922205,-18.86210528,63.8569604086845
HIP 103994,316.04968205,-29.14841099,    1.48,  -87.89,  12.68,G0V,16.50476418,-40.36065457,78.8643533123028
HIP 27901,88.5585207,-29.14710228,  -32.60,  -42.55,  17.84,F3V,234.53324597,-24.46209783,56.0538116591928
HIP 11363,36.58561593,-29.14260976,  136.09,  -37.47,  11.59,G0V,224.01048003,-69.01623004,86.2812769628991
HIP 66648,204.93594936,-29.14079054,  -39.14, -344.54,  16.74,K1/K2V,315.45290254,32.55376445,59.7371565113501
HIP 69237,212.61967952,-29.13391854,  -74.58, -115.90,  11.45,K0V,323.005406,30.63836409,87.3362445414847
HIP 52907,162.30677221,-29.13259927, -157.32,   44.58,  13.39,G8/K0V,273.16264303,26.58211474,74.6825989544436
HIP 15815,50.9347491,-29.12691024,  -95.57, -117.61,  12.00,G2V,225.45311431,-56.50694062,83.3333333333333
HIP 81767,250.53034874,-29.12475163,   37.66, -100.09,  18.14,G5V,351.73253963,11.17687431,55.1267916207277
HIP 86911,266.37501904,-29.11782017,    5.44,  -12.66,  10.73,F2,359.83130824,-0.07229257,93.1966449207829
HIP 108416,329.45508609,-29.11602653,   53.63, -132.86,  32.13,K2V,19.47636096,-51.8839398,31.1235605353252
HIP 70839,217.29106625,-29.11353861,   -1.44,   14.31,  17.69,F7V,327.3555957,29.08225612,56.5291124929339
